gentralgresham/predicting-smartphone-addiction,Predicting_Smartphone_Addiction,Gentral Gresham,2026-08-17 22:16:10.730000,7
zeusgod230/mobile-addiction-notebook,Mobile_Addiction_notebook,Anshraj Gupta,2026-08-12 09:05:51.793000,7
mhamza0810/s6e8-single-model-fe-cv-0-96947,S6E8: single model fe (CV-0.96947),hamzah,2026-08-05 15:25:55.827000,7
kospintr/smartphone-stacked-hgbc-catb-xgb-lgbm-baseline,Smartphone| Stacked HGBC/CatB/XGB/LGBM | Baseline,Ákos Pintér,2026-08-05 08:20:55.553000,7
lucifer19/behaviorpulse-high-signal-boosting,🎯🚀 BehaviorPulse — High-Signal Boosting 🐈‍⬛,Krizsó Gergely,2026-08-03 08:00:04.907000,7
omidbaghchehsaraei/catboost-for-predicting-smartphone-addiction,CatBoost for Predicting Smartphone Addiction,OMID BAGHCHEH SARAEI,2026-08-02 18:01:17,7
sidhaarthshree/lightgbm-ensemble-based-on-eda,LightGBM + Ensemble (Based on EDA),SIDHAARTH SHREE,2026-08-04 06:10:30.187000,7
stephentarter/ps-s06e08-eda,PS-S06E08: EDA ,Stephen Tarter,2026-08-15 21:44:24.853000,7
szymonkapiski/s6e8-smartphone-addiction-full-solution,S6E8 Smartphone Addiction full solution,Szymon Kłapiński,2026-08-01 14:46:52.223000,7
pkmisra/predicting-smartphone-addiction-lgbm-and-cb-v1,Predicting smartphone addiction LGBM and CB v1,Peeyush Kant Misra,2026-08-01 16:21:08.217000,7
mohankrishnathalla/s6e8-catboost-tuner-oof-saver,S6E8 | CatBoost Tuner | OOF Saver,Mohan Krishna Thalla,2026-08-15 07:01:38.063000,7
muhammadf4h33m/eda-fe-predicting-smartphone-addiction,EDA & FE | Predicting Smartphone Addiction,Muhammad Faheem,2026-08-07 06:58:53.353000,7
rugvedbane/smartphone-addiction-prediction-complete-eda,Smartphone Addiction Prediction | Complete EDA,Rugved Bane,2026-08-01 09:25:08.050000,7
rohit4468/ensemble-xgb-cat-lgbm-s6-e8,Ensemble | XGB | CAT | LGBM S6|E8,Rohit Kumar,2026-08-10 06:49:07.953000,7
gauravduttaiiitb/s6e8-autoviz,S6E8 : Autoviz,Gaurav Dutta,2026-08-01 00:51:28.263000,7
wellkilo/s6e8-evidence-first-soft-student-blend,S6E8 Evidence-First Soft-Student Blend,sssskilo,2026-08-20 05:00:28.173000,6
kitopl/max-bin,【日本語】max_bin の最適値は値の種類の数で決まる,kito_pl,2026-08-18 14:11:34.400000,6
priyamsaha17/predicting-smartphone-addiction-v1,Predicting Smartphone Addiction - V1,Priyam Saha,2026-08-11 10:04:17.657000,6
dariushafshar/lb-0-97055-vs-0-97086-the-level-2-member-trap,LB 0.97055 vs 0.97086: the level-2 member trap,Dariush Afshar,2026-08-09 05:22:56.790000,6
nikita7364777/smartphone-addiction-notebook,Smartphone Addiction Notebook,r0tor,2026-08-13 12:18:28.573000,6
dariushafshar/everything-above-0-970-is-inside-the-noise-floor,Everything above 0.970 is inside the noise floor,Dariush Afshar,2026-08-06 22:06:17.340000,6
boltuzamaki/stacking-47-models-public-lb-0-97073,Stacking 47 Models | Public LB 0.97073,Boltuzamaki,2026-08-06 18:45:34.700000,6
nekkon/s6e8-a-quarter-of-the-rows-cannot-exist,S6E8: a quarter of the rows cannot exist,Luka Duvanov,2026-08-06 10:07:14.893000,6
rustambhadouriya/mobile-phone-addiction-xgboost-v1-v2,Mobile Phone Addiction XGBoost v1 & v2,ItzRustam,2026-08-06 10:18:08.467000,6
stephentarter/ps-s06e08-catboost,PS-S06E08: CatBoost,Stephen Tarter,2026-08-19 21:12:53.740000,6
sofiagilka/s6e8-eda-xgb-lgb-catboost,S6E8 | EDA | XGB + LGB + CatBoost,Sofia_Gilka,2026-08-08 08:48:16.357000,6
anhadmahajan06/s6e8-smartphone-addiction-ceiling-breaker,S6E8 |  Smartphone Addiction Ceiling Breaker,Anhad Mahajan,2026-08-10 14:15:49.557000,6
stephentarter/ps-s06e08-xgboost,PS-S06E08: XGBoost,Stephen Tarter,2026-08-17 17:37:58.450000,6
waquarahmed1/t-sne-of-data,t-sNE of Data,WAQUAR AHMED,2026-08-03 11:18:49.157000,6
stpeteishii/smartphone-additcion-randomforest,Smartphone Additcion RandomForest,stpete_ishii,2026-08-03 14:11:52.540000,6
sadamtorres/predicting-smartphone-addiction-v2,Predicting Smartphone Addiction V2,Sadam Torres,2026-08-02 23:30:44,6
mmalam/eda-beginner,EDA - Beginner,Mutahar,2026-08-02 09:40:42.340000,6
tuannm3812/smartphone-addiction-baseline-modeling,Smartphone Addiction - Baseline Modeling,tuannm3812,2026-08-05 14:06:21.933000,6
sadamtorres/smartphone-addiction-bl,smartphone_addiction | BL,Sadam Torres,2026-08-02 03:11:48.857000,6
yunsuxiaozi/agent-in-pss6e8-cv-0-9623,Agent in PSS6E8 cv:0.9623,yunsuxiaozi,2026-08-01 13:17:51.070000,6
sanjaybora143/phone-addiction-multi-models,Phone Addiction | Multi Models,Sanjay Bora,2026-08-02 13:19:29.600000,6
ravi20076/playgrounds6e8-datacollation-v1,PlaygroundS6E8|DataCollation|V1,Ravi Ramakrishnan,2026-08-08 05:33:09.393000,6
gauravduttaiiitb/s6e8-lazypredict,S6E8 : Lazypredict,Gaurav Dutta,2026-08-01 00:14:32.040000,6
reyhanksatria/blend-public-weights-0-97117-lb,blend public weights: 0.97117 LB,Reyhan Ksatria,2026-08-18 21:17:12.167000,5
nikita7364777/rank-gauss-logit-rank-blending,Rank-Gauss + logit-rank blending,r0tor,2026-08-20 10:11:56.303000,5
yadoy666/94-verified-oof-gpu-accelerated-meta-stack,94 Verified OOF GPU-Accelerated Meta Stack,Suharyadi,2026-08-17 04:32:38.960000,5
souvikdbiswas/s6e8-quit-wasting-4-hours-on-training-0-95-in-25,S6E8:Quit wasting 4 hours on training: 0.95+ in 25,Souvik_D_Biswas,2026-08-15 12:04:26.317000,5
maheshmunnuru/phone-addiciton-model-under-5-minutes,PHONE_ADDICITON_MODEL_UNDER_5_MINUTES,Mahesh Munnuru,2026-08-15 07:30:25.527000,5
rishikeshpaul/explore-smartphone-addiction-data,Explore Smartphone Addiction Data,Rishikesh Paul,2026-08-17 06:58:01.097000,5
vishal567/3-features-vs-everything-minimalism-lost,3 Features vs Everything: Minimalism Lost?,Vishal Khomane,2026-08-12 10:52:32.817000,5
helenylmaz/smartphone-addiction-prediction,Smartphone Addiction prediction,Helen,2026-08-14 13:57:09.763000,5
sdeogade/predicting-smartphone-addiction,Predicting Smartphone Addiction 📞📱,Sahil Deogade,2026-08-13 13:11:36.280000,5
nurasylserikov/3-boosters-bagged-baseline-cv-0-96969,3 boosters bagged Baseline | CV 0.96969,Nurasik12,2026-08-15 06:10:16.100000,5
engineerfrabbi/predicting-smartphone-addiction,Predicting Smartphone Addiction,Shah Muhmmad Fazle Rabbi,2026-08-06 08:07:37.547000,5
omidbaghchehsaraei/flaml-xgboost-for-predicting-smartphone-addiction,FLAML[XGBoost] for Predicting Smartphone Addiction,OMID BAGHCHEH SARAEI,2026-08-04 16:30:26.307000,5
santoshyadavaiexpert/smartphone-addiction-prediction,Smartphone_Addiction_Prediction,Santosh Yadav,2026-08-04 06:41:25.693000,5
