member,dir,sd_oof,sd_test,ratio,mean_oof,mean_test,min_oof,max_oof,min_test,max_test,ks
bolt_cat_pair_evidence,ext_members2,0.3816627803946868,0.38282817260738267,1.0030534604697128,0.6913416363502585,0.6913013543087885,6.00023013248574e-05,0.9999988675117493,9.000825957627967e-05,0.9999982714653015,0.004370094036700745
cat,oof,0.35682498707033583,0.3583406011784026,1.0042474999312982,0.7095216771285413,0.7092725813155478,6.869889185455468e-05,0.9999984536658073,8.100898563968778e-05,0.9999984435332929,0.004365984480976581
dm_cat,ext_members11es,0.37475453956687316,0.3754912443931315,1.001965832961249,0.7093752764077266,0.7094032761767052,6.4646316e-05,0.9999997,8.478368e-05,0.9999993,0.004345141213886183
ad_gcatd8,ext_members3,0.37792816733438755,0.3786984669986286,1.0020382171291282,0.7065238856339161,0.7065738757173559,5.958744905844757e-05,0.9999994181947641,7.293001210162585e-05,0.9999991472703365,0.004344021387177932
lat_ctfix2000,ext_members7,0.37872818193396085,0.3797143667981938,1.0026039384214744,0.707123382959497,0.7070580861158134,0.0001523646167708675,0.9999984878579433,0.00013700087020952303,0.9999981451401447,0.004341574571605333
xgb_cat_lattice,oof,0.3780246957392627,0.3783440936750549,1.0008449128837142,0.7106241797483628,0.7103529278632796,0.0003266786225140095,0.9999896287918091,0.00041846665408229455,0.9999871253967285,0.004327343129935435
bei_xgb_identity_digit_raw12,ext_members2,0.36096972889880685,0.36240129856313885,1.0039658994916256,0.7095799747650532,0.7093768488218818,0.0001910676946863532,0.9999990463256836,0.00020119226246606559,0.9999990224838258,0.004313250206417929
lat_tedrop_r400,ext_members7,0.33155589266291435,0.3332737540702218,1.0051812121133192,0.7181565140594408,0.7176027121863866,0.007771661023978599,0.999690676286203,0.007713636411242137,0.999667389503241,0.004269113576279682
digit_lgbm,oof,0.3708084094589393,0.3715154945660318,1.0019068745180948,0.7106520286009324,0.7103852461481536,0.00012571628030855209,0.9999996423721313,0.0003149838012177497,0.999999463558197,0.0042612694440526955
ram_hgb,ext_members12,0.3777511816936154,0.3786379993819772,1.0023476238628448,0.7095723769545892,0.709453522577567,0.000442765923038,0.9999981542807098,0.0005407997819541,0.9999976657375595,0.004187524456334524
ravi_realmlp1c,ext_members11es,0.3720920637434997,0.3730979279195626,1.0027032669440548,0.7092321854365183,0.7093113142332347,0.00016727126785553992,0.9999862909317017,0.00016433640848845243,0.9999861717224121,0.004178844753479516
bolt_lgb_pair_lattice,ext_members2,0.37904440576214127,0.38017660503704576,1.0029869832074898,0.7064079539109043,0.7063275902676445,8.953176438808441e-05,0.9999999403953552,0.00013158064393792301,0.9999998807907104,0.004172798203768258
bolt_xgb_dd_d6,ext_members2,0.37841110583256243,0.37946611677643083,1.0027880020633835,0.7089742971166453,0.7088262145080905,6.0768346884287894e-05,0.9999998807907104,0.00012559673632495105,0.9999998807907104,0.004169933822550154
bolt_xgb_dd_d5,ext_members2,0.3778553604185521,0.3790128923994305,1.0030634261205034,0.708885409660399,0.7087493736279408,4.4045351387467235e-05,1.0,0.00010807304352056235,1.0,0.004168970360849622
latmax_lgbm,oof,0.38116309559850386,0.3819150656077455,1.001972830050771,0.6983553060593131,0.6983701483053099,0.00012941522447318436,0.999999546574069,0.00016440781390864256,0.9999989487320331,0.004155736712645464
