member,ks,ratio,res_oof,res_test,smoothing
lattri_lgbm,0.00368513797992,1.001842139734905,0.9999985535943903,1.0,1.4464056097285294e-06
lgbm,0.0036801234334014,1.003342648812194,0.9999985535943903,1.0,1.4464056097285294e-06
latwide_lgbm,0.003661539233552,1.0019334941267155,1.0,1.0,0.0
rff_raw,0.003642988418452,1.0051315662723916,0.9924526555283792,0.9994802600049949,0.0070276044766156565
bei_screen_relations,0.0036105880873137,1.0020922778106949,1.0,1.0,0.0
xgb_latcat_avg3,0.0035782709178346,1.0019635807922682,0.7484946533616637,0.8951340186701406,0.146639365308477
dm_lgb,0.003549072788968,1.0028566324334165,0.7036170265082756,0.7520873973176017,0.048470370809326035
bolt_foldsafe_te_wide,0.0035224506652323,1.002259314147201,0.6337296002568816,0.718901661143023,0.08517206088614138
bolt_foldsafe_te_multi,0.003508992989203,1.002841190403603,0.6370751364322091,0.7222698463054587,0.08519470987324951
cat_tuned,0.0034932488361697,1.0022772788358247,1.0,1.0,0.0
latwide_cat,0.0034849332706695,1.001743563138396,1.0,1.0,0.0
view_resid_cat,0.0034671959714676,1.0030703168613664,1.0,1.0,0.0
lgbm_tuned,0.0034633828268206,1.0026127904951465,1.0,1.0,0.0
cat_raw,0.0034624053746696,1.002812635956561,1.0,1.0,0.0
ad_gxgbnote,0.003454716079533,1.0024732863933152,0.6555370576349243,0.8124683599840703,0.15693130234914598
lat_cat,0.0034536708425263,1.001779727804371,1.0,1.0,0.0
om_flamlxgb,0.003422329997566,0.9983822740398596,0.33116468918913056,0.9486739880257306,0.6175092988366
ad_gnn_note,0.0033686231230922,1.0042855590226984,0.7357431415062,0.9289204932805043,0.19317735177430428
xgb_raw_nan,0.0033033155632635,1.002382420362909,0.662790781767768,0.8394442156988478,0.1766534339310798
xgb_latcat_s17,0.0032586213262917,1.0014974849069396,0.6493536736532879,0.8243481312984725,0.17499445764518462
xgb_latcat,0.0032576732413948,1.00151181779817,0.6491280343781686,0.8240747615608399,0.17494672718267135
bolt_lgb_driver_recon,0.0032530905243374,1.002557770295128,0.7089846377260189,0.7549223427449021,0.04593770501888317
xgb_lat,0.0032283305266402,1.001302663611526,0.6488850382357323,0.8241625098716849,0.17527747163595264
golem_a,0.0032087545083119,1.0027219215720544,1.0,1.0,0.0
view_nolattice_lgbm,0.0031532979049118,1.0024151246044808,1.0,1.0,0.0
xgb_latcat_s23,0.003127578711967,1.0014710473324826,0.6493001566457275,0.8239633887047675,0.17466323205904
view_rank_cat,0.0031240954900662,1.0032255802707195,1.0,1.0,0.0
mlp,0.0031055777277716,1.0029234107846934,1.0,1.0,0.0
mkt_lgb,0.0030306019221121,1.0025174345970147,1.0,1.0,0.0
view_bounds_lgbm,0.0029691363079276,1.0024211315638778,1.0,1.0,0.0
cat_lat,0.0021434996320387,0.9998882148791676,1.0,1.0,0.0
ravi200_l2stack1r,5.944773821042748e-05,0.9999999388537392,0.7877978329951155,0.6822397418849687,-0.1055580911101468
hboyang_mix,5.303396113931491e-06,1.000000000020456,0.39999913215663413,1.0,0.6000008678433659
