x,y,only_x,only_y,gap
w36_ad199std_h3,w38_ad202std,2.417873198981397,5.3239656740333885,-0.13114712049718946
w36_ad199std_h3,w36_ad197stdcorr,2.417873198981397,5.249331249971874,-0.08564892725553364
w36_ad199std_h3,w34_ad195stdcorr,2.417873198981397,5.500984787824564,-0.24720891017932445
w36_ad199std_h3,w36_ad197std_h3,2.417873198981397,5.397112548467703,-0.1349506564438343
w36_ad199std_h3,w38_ad202std_hybrid,2.417873198981397,5.347469398751855,-0.10251274204347283
w36_ad199std_h3,w36_ad199std_hybrid,2.417873198981397,5.382924579025712,-0.12860496673965827
w36_ad199std_h3,w36_ad199std_rescale,2.417873198981397,5.545193907455541,-0.27851713937707245
w36_ad199std_h3,w36_ad197std,2.417873198981397,5.5653815839323215,-0.2982449029223062
w36_ad199std_h3,w40_ad211std_rescale,2.417873198981397,5.546872172039002,-0.28280410275328904
w36_ad199std_h3,w34_ad195std_h3,2.417873198981397,5.533158946491312,-0.2650322781992145
w36_ad199std_h3,w38_ad202std_rescale,2.417873198981397,5.5574471185100265,-0.29233243473572657
w36_ad199std_h3,w34_ad196std_h3,2.417873198981397,5.540969516208861,-0.27269962191348895
w36_ad199std_h3,w34_ad195std_wh3,2.417873198981397,5.547976383357309,-0.27966652472969145
w36_ad199std_h3,w34_ad195std_w,2.417873198981397,5.556961749098264,-0.28864096384495497
w36_ad199std_h3,w29_ad194stdcorr,2.417873198981397,5.563995510048699,-0.29669599392218515
w36_ad199std_h3,w27_ad190stdcorr,2.417873198981397,5.56142165028723,-0.29486915172310546
w36_ad199std_h3,w23_ad187stdcorr,2.417873198981397,5.556949452729896,-0.292389560258016
w36_ad199std_h3,w21_ad187corr_ens4,2.417873198981397,5.571162295585964,-0.30266852903878316
w40_ad211std_h3,w38_ad202std_h3,3.7769777913345024,3.5011431393795647,1.6654881403665058
w40_ad211std_h3,w36_ad199std,3.7769777913345024,5.054406623763498,0.5862746214843355
w40_ad211std_h3,w40_ad211std,3.7769777913345024,5.320097739808261,0.8469940875656903
w40_ad211std_h3,w38_ad202std,3.7769777913345024,5.3239656740333885,0.6104286925401539
w40_ad211std_h3,w36_ad197stdcorr,3.7769777913345024,5.249331249971874,0.7931427344447002
w40_ad211std_h3,w34_ad195stdcorr,3.7769777913345024,5.500984787824564,0.8022078704088926
w40_ad211std_h3,w36_ad197std_h3,3.7769777913345024,5.397112548467703,0.9205599266570061
w40_ad211std_h3,w38_ad202std_hybrid,3.7769777913345024,5.347469398751855,0.9074235218577087
w40_ad211std_h3,w36_ad199std_hybrid,3.7769777913345024,5.382924579025712,0.8884667329839431
w40_ad211std_h3,w36_ad199std_rescale,3.7769777913345024,5.545193907455541,0.7945515204919502
w40_ad211std_h3,w36_ad197std,3.7769777913345024,5.5653815839323215,0.7821471508941613
w40_ad211std_h3,w40_ad211std_rescale,3.7769777913345024,5.546872172039002,0.8033561473712325
w40_ad211std_h3,w34_ad195std_h3,3.7769777913345024,5.533158946491312,0.8218377115554176
w40_ad211std_h3,w38_ad202std_rescale,3.7769777913345024,5.5574471185100265,0.7844950219732709
w40_ad211std_h3,w34_ad196std_h3,3.7769777913345024,5.540969516208861,0.8145611697691493
w40_ad211std_h3,w34_ad195std_wh3,3.7769777913345024,5.547976383357309,0.8084387033013627
w40_ad211std_h3,w34_ad195std_w,3.7769777913345024,5.556961749098264,0.7993804354919121
w40_ad211std_h3,w29_ad194stdcorr,3.7769777913345024,5.563995510048699,0.7871790598728694
w40_ad211std_h3,w27_ad190stdcorr,3.7769777913345024,5.56142165028723,0.7879200640018098
w40_ad211std_h3,w23_ad187stdcorr,3.7769777913345024,5.556949452729896,0.7881883782101795
w40_ad211std_h3,w21_ad187corr_ens4,3.7769777913345024,5.571162295585964,0.7869663108722307
w38_ad202std_h3,w36_ad199std,3.5011431393795647,5.054406623763498,0.39602415554691106
w38_ad202std_h3,w40_ad211std,3.5011431393795647,5.320097739808261,0.39986632828367874
w38_ad202std_h3,w38_ad202std,3.5011431393795647,5.3239656740333885,0.41142780490918085
w38_ad202std_h3,w36_ad197stdcorr,3.5011431393795647,5.249331249971874,0.43517502484610304
w38_ad202std_h3,w34_ad195stdcorr,3.5011431393795647,5.500984787824564,0.35899167734896764
w38_ad202std_h3,w36_ad197std_h3,3.5011431393795647,5.397112548467703,0.4789213343174197
w38_ad202std_h3,w38_ad202std_hybrid,3.5011431393795647,5.347469398751855,0.49253045505611226
w38_ad202std_h3,w36_ad199std_hybrid,3.5011431393795647,5.382924579025712,0.43932479876093566
w38_ad202std_h3,w36_ad199std_rescale,3.5011431393795647,5.545193907455541,0.33985693025169894
w38_ad202std_h3,w36_ad197std,3.5011431393795647,5.5653815839323215,0.3248245009453967
w38_ad202std_h3,w40_ad211std_rescale,3.5011431393795647,5.546872172039002,0.340369553247001
w38_ad202std_h3,w34_ad195std_h3,3.5011431393795647,5.533158946491312,0.3601029898272827
w38_ad202std_h3,w38_ad202std_rescale,3.5011431393795647,5.5574471185100265,0.33392189315054566
w38_ad202std_h3,w34_ad196std_h3,3.5011431393795647,5.540969516208861,0.35266303608659655
w38_ad202std_h3,w34_ad195std_wh3,3.5011431393795647,5.547976383357309,0.34593497059540823
w38_ad202std_h3,w34_ad195std_w,3.5011431393795647,5.556961749098264,0.33693479729117826
w38_ad202std_h3,w29_ad194stdcorr,3.5011431393795647,5.563995510048699,0.3272222325904295
w38_ad202std_h3,w27_ad190stdcorr,3.5011431393795647,5.56142165028723,0.3284678073832765
w38_ad202std_h3,w23_ad187stdcorr,3.5011431393795647,5.556949452729896,0.329582956910599
w38_ad202std_h3,w21_ad187corr_ens4,3.5011431393795647,5.571162295585964,0.3234703302150592
w36_ad199std,w40_ad211std,5.054406623763498,5.320097739808261,1.3633653872529976
w36_ad199std,w38_ad202std,5.054406623763498,5.3239656740333885,1.3092229931498878
w36_ad199std,w36_ad197stdcorr,5.054406623763498,5.249331249971874,0.8537605557939969
w36_ad199std,w34_ad195stdcorr,5.054406623763498,5.500984787824564,1.1920573802781291
w36_ad199std,w36_ad197std_h3,5.054406623763498,5.397112548467703,1.3130260951002128
w36_ad199std,w38_ad202std_hybrid,5.054406623763498,5.347469398751855,1.253074737091083
w36_ad199std,w36_ad199std_hybrid,5.054406623763498,5.382924579025712,1.3315356072271243
