kind,rep,arm,hold_auc,n_iter,secs
logit,0,std,0.9703005169406027,74,50.67274069786072
logit,1,std,0.9697616880754054,86,54.09693789482117
logit,2,std,0.9702721282554163,74,50.113913774490356
logit,3,std,0.9698050868116745,79,53.720329999923706
logit,4,std,0.9700400631228465,55,41.93771553039551
