member,solo_auc,log_overall,overall_diff,g4_maxdiff,g4_ok,sd_ratio
lexb_cat_base,0.9679867951811431,0.9679867951811431,0.0,4.879938321988853e-06,True,1.001793370318652
lexb_lgb02,0.9683696067936562,0.9683696067936562,0.0,4.020429977713569e-06,True,1.0030961793980038
lexb_xgb_base,0.9679141267427729,0.967914126742773,1.1102230246251565e-16,4.393322170948011e-06,True,1.0010550721285527
