stem,true_cv,n_src,reg_spread,reg_cv,have_oof,cv_w25a,cv_w46c,cv_w23b,cv_w45b,err6
w16q_ens4avg,0.9700515171213084,2,0.0,0.9700515171213084,True,0.9700515171213084,0.9700515171213084,,,0.0
w16t_cellens4,0.9700513726632269,2,0.0,0.9700513726632268,True,0.9700513726632268,0.9700513726632268,,,-1.1102230246251565e-10
w20_ad187,0.970097889484853,2,0.0,0.970097889484853,True,0.970097889484853,0.970097889484853,,,0.0
w20_ad187_h3,0.9701008149538332,2,0.0,0.9701008149538332,True,0.9701008149538332,0.9701008149538332,,,0.0
w20_ad187_hybrid,0.9700773469651351,2,0.0,0.9700773469651351,True,0.9700773469651351,0.9700773469651351,,,0.0
w20_ad187_logit,0.970024799820357,2,2.220446049250313e-10,0.970024799820357,True,0.970024799820357,0.9700247998203568,,,0.0
w20_ad187_rankraw,0.9700915299750819,2,0.0,0.970091529975082,True,0.970091529975082,0.970091529975082,,,1.1102230246251565e-10
w20_ad187_rescale,0.9700778470728432,2,0.0,0.9700778470728432,True,0.9700778470728432,0.9700778470728432,,,0.0
w21_ad187corr,0.970106881371208,2,0.0,0.970106881371208,True,0.970106881371208,0.970106881371208,,,0.0
w21_ad187corr_ens4,0.9701039330674182,2,1.1102230246251565e-10,0.9701039330674182,True,0.9701039330674182,0.970103933067418,,,0.0
w22_ad187corr_rankraw,0.9701001354964539,2,0.0,0.970100135496454,True,0.970100135496454,0.970100135496454,,,1.1102230246251565e-10
w23_ad187std,0.9701058972467212,2,0.0,0.9701058972467212,True,0.9701058972467212,0.9701058972467212,,,0.0
w23_ad187std_h3,0.9701092750631358,2,2.220446049250313e-10,0.9701092750631358,True,0.9701092750631358,0.970109275063136,,,0.0
w23_ad187std_h3_hybrid,0.9700977969987988,2,0.0,0.9700977969987988,True,0.9700977969987988,0.9700977969987988,,,0.0
w23_ad187std_h3_rankraw,0.97009179122053,2,0.0,0.97009179122053,True,0.97009179122053,0.97009179122053,,,0.0
w23_ad187std_h3_rescale,0.9700937038591301,2,0.0,0.97009370385913,True,0.97009370385913,0.97009370385913,,,-1.1102230246251565e-10
w23_ad187std_hybrid,0.9700977969987988,1,0.0,0.9700977969987987,True,,,,0.9700977969987987,-1.1102230246251565e-10
w23_ad187std_logit,0.9700298054694743,2,0.0,0.9700298054694744,True,0.9700298054694744,0.9700298054694744,,,1.1102230246251565e-10
w23_ad187std_rankraw,0.97009179122053,1,0.0,0.97009179122053,True,,,,0.97009179122053,0.0
w23_ad187std_rescale,0.9700937038591301,1,0.0,0.9700937038591301,True,,,,0.9700937038591301,0.0
w23_ad187stdcorr,0.9701150808744374,2,2.220446049250313e-10,0.9701150808744374,True,0.9701150808744374,0.9701150808744372,,,0.0
w27_ad188raw,0.9701113750689625,2,0.0,0.9701113750689624,True,0.9701113750689624,0.9701113750689624,,,-1.1102230246251565e-10
w27_ad188raw_h3,0.9701136018891743,2,1.1102230246251565e-10,0.9701136018891744,True,,,0.9701136018891744,0.9701136018891743,1.1102230246251565e-10
w27_ad188raw_hybrid,0.9701001699770166,2,1.1102230246251565e-10,0.9701001699770168,True,,,0.9701001699770168,0.9701001699770169,1.1102230246251565e-10
w27_ad188raw_logit,0.9700387329362935,2,0.0,0.9700387329362934,True,,,0.9700387329362934,0.9700387329362934,-1.1102230246251565e-10
w27_ad188raw_rankraw,0.9700976053842976,2,1.1102230246251565e-10,0.9700976053842976,True,,,0.9700976053842976,0.9700976053842975,0.0
