a,b,kind_a,kind_b,auc_a,auc_b,deficit,rho,sd_gap,mean_gap,law_rho,law_if,law_if_fpc,r_rho,r_if,r_if_fpc
OURS:blend158_logit,STK:s2a,ours,stackhalf,0.9699613898723587,0.9698956376462755,6.575222608318221e-05,0.9933350985545412,4.55409215621864e-05,6.594044967303981e-05,6.390694642709928e-05,4.967865465036328e-05,4.7501886963911725e-05,0.7126130117034523,0.9167100414192352,0.9587181578025497
OURS:blend158_logit,STK:s2b,ours,stackhalf,0.9699613898723587,0.9698705691099355,9.082076242317161e-05,0.9936050874190868,5.201180172467869e-05,9.230049397730438e-05,6.262367061581356e-05,5.3683035568991424e-05,5.133080807894294e-05,0.8305454026124238,0.9688684921297916,1.0132667626172656
OURS:blend158_logit,STK:s3a,ours,stackhalf,0.9699613898723587,0.9698157168164734,0.0001456730558853092,0.990757797233282,5.1700338686341853e-05,0.00014688213081136723,7.528985442695978e-05,5.593780543538595e-05,5.348678078144292e-05,0.6866840038387563,0.9242468181212647,0.9666003062999659
OURS:blend150fx_hybrid,OURS:blend156_h3,ours,ours,0.9700142363358245,0.9700461184445183,3.188210869375929e-05,0.9993314453956789,1.8505987390111635e-05,-3.2346516136964675e-05,2.0202559832784467e-05,1.831169771418505e-05,1.75093347647686e-05,0.9160219072872312,1.010610139974956,1.056921215953244
OURS:blend150fx_hybrid,NAJI:18_blend,ours,foreign,0.9700142363358245,0.9698561724270612,0.00015806390876327292,0.9921591462322925,5.601345406230694e-05,0.000161767735254902,6.9271277891619e-05,6.037462843459885e-05,5.772919567916507e-05,0.808610087285309,0.9277647832314831,0.9702794816959948
OURS:blend150fx_hybrid,NAJI:12_blend,ours,foreign,0.9700142363358245,0.9694997899300503,0.0005144464057742493,0.9876421777693749,7.734560200863526e-05,0.0005183853513234974,8.72704816651981e-05,8.033683206061377e-05,7.681671620215926e-05,0.8862744943400408,0.9627663927584095,1.006885035349391
OURS:blend150fx_hybrid,BOLT:rankavg_top12,ours,foreign,0.9700142363358245,0.969471849165358,0.0005423871704665073,0.9952153654135955,8.059393775699713e-05,0.0005422936705430006,5.4254407954867945e-05,8.249406481791735e-05,7.887942557529911e-05,1.4854818400016452,0.9769664997704475,1.0217358603868296
OURS:blend150fx_hybrid,BOLT:rankavg_next12,ours,foreign,0.9700142363358245,0.968584989414142,0.0014292469216825587,0.9927751191753679,0.00012555827314365066,0.0014330868854699477,6.739098535079913e-05,0.0001259100822044457,0.00012039308500977445,1.8631315819180523,0.9972058706130953,1.0429026977210267
OURS:blend150fx_hybrid,OURS:stack_pub74_logit,ours,ours,0.9700142363358245,0.9696413515631959,0.0003728847726286455,0.9932948736804691,6.576890010047287e-05,0.00037602835136765815,6.423855202671609e-05,6.719752763939931e-05,6.425313617380213e-05,1.0238228917912149,0.9787398794403144,1.023590504945481
OURS:blend150fx_hybrid,OURS:blend160origm_logit,ours,ours,0.9700142363358245,0.9699635759958649,5.066033995959618e-05,0.9955859929008818,3.432589823766606e-05,5.1457977790616716e-05,5.193009639164355e-05,3.5317669602546724e-05,3.377015664164504e-05,0.6610020127594004,0.9719185502316056,1.0164565892281259
OURS:blend150fx_hybrid,OURS:stack_pub149_hybrid,ours,ours,0.9700142363358245,0.9700183101166489,4.073780824342954e-06,0.9998201078162153,1.018828589767002e-05,-3.492104065695762e-06,1.0476506592025012e-05,1.0786573687363919e-05,1.0313938805935812e-05,0.9724888547701203,0.944534028410266,0.9878171753168171
OURS:blend150fx_hybrid,OURS:blend159_hybrid,ours,ours,0.9700142363358245,0.9700244514017536,1.0215065929131129e-05,0.9998765074769799,1.3111987262492795e-05,-1.1036210365122605e-05,8.680853509502696e-06,1.3886042802486914e-05,1.3277598602903187e-05,1.510449087539544,0.9442565782776149,0.9875270110685391
OURS:blend150fx_hybrid,OURS:w14a_repro159av_rescale,ours,ours,0.9700142363358245,0.9700271740621013,1.2937726276751604e-05,0.9970566767946772,2.6358048660553127e-05,-1.3489275237148649e-05,4.242251969047808e-05,2.6120943829079186e-05,2.4976403445147115e-05,0.6213220914944688,1.0090771923489987,1.0553180212051092
OURS:blend150fx_hybrid,OURS:blend159_rankraw,ours,ours,0.9700142363358245,0.9700325394457389,1.830310991435269e-05,0.9988781645069458,2.840015847239416e-05,-1.9310248254538515e-05,2.6166041514618003e-05,2.7860123804396416e-05,2.663937783885513e-05,1.0853823057846956,1.019383785649672,1.0660969127804039
OURS:blend150fx_hybrid,OURS:blend156,ours,ours,0.9700142363358245,0.9700416046775031,2.7368341678601915e-05,0.9993246394288722,1.9967905019043224e-05,-2.7454570165094115e-05,2.0303682614226685e-05,1.9834500021379736e-05,1.8965412502256547e-05,0.98346223187373,1.006725906754377,1.052858988259148
OURS:blend150fx_hybrid,OURS:blend160orig_h3,ours,ours,0.9700142363358245,0.970046331122863,3.209478703847246e-05,0.9992971408903643,1.9390259935647966e-05,-3.2731786619556285e-05,2.0712863799772983e-05,1.897342979326121e-05,1.814207175496888e-05,0.9361457750646961,1.0219691509088569,1.0688007520605922
OURS:blend150fx_hybrid,OURS:w16h_h3av6,ours,ours,0.9700142363358245,0.9700487290113214,3.4492675496933245e-05,0.9993256943119625,1.869831006301735e-05,-3.521768554300372e-05,2.028719434719288e-05,1.830652441464011e-05,1.7504388143489426e-05,0.921680432642211,1.0214014216736804,1.0682070067083145
