a,b,fam,dcv,dlb,resid,sd0,var0,m,foreign
blend150fx,w27_ad190std,ens4,-78.99044830894653,-129.99999999996348,-51.00955169101695,30.181940358581297,910.9495238089585,-13,False
blend150fx,w27_ad190stdcorr,ens4,-86.19105039231468,-140.000000000029,-53.80894960771431,31.440492262189636,988.5045536888065,-14,False
blend150fx,w29_ad194std,ens4,-79.67657852703259,-120.000000000009,-40.323421472976406,30.265054817549164,915.9735431092558,-12,False
blend150fx,w29_ad194stdcorr,ens4,-86.3441603295989,-140.000000000029,-53.65583967043008,31.568062105131396,996.5425450734328,-14,False
blend150fx,w34_ad195std,ens4,-86.22149680548308,-120.000000000009,-33.77850319452591,31.617646170091735,999.6755493371165,-12,False
blend150fx,w34_ad195stdcorr,ens4,-92.85151788307466,-129.99999999996348,-37.148482116888815,32.83909993951966,1078.4064848377602,-13,False
blend150fx,w34_ad196std,ens4,-86.60718689290637,-120.000000000009,-33.392813107102626,31.942108290009813,1020.2982820107136,-12,False
blend150fx,w36_ad197std,ens4,-89.11548926870961,-120.000000000009,-30.884510731299386,32.09077547227314,1029.8178704118473,-12,False
blend150fx,w36_ad197stdcorr,ens4,-96.68656838179857,-129.99999999996348,-33.31343161816491,33.27485649935609,1107.21607505274,-13,False
blend150fx,w36_ad199std,ens4,-100.38159075198561,-129.99999999996348,-29.618409247977866,33.16712949771095,1100.058479117928,-13,False
blend150fx,w36_ad199stdcorr,ens4,-108.06259663964646,-140.000000000029,-31.937403360382532,34.213912443491346,1170.5918046908919,-14,False
blend150fx,w36_ad199stdcorr_ens4,ens4,-104.64410381694212,-149.9999999999835,-45.35589618304137,33.91774167645779,1150.4132004309213,-15,False
blend150fx,w38_ad202std,ens4,-98.62923729397899,-120.000000000009,-21.370762706030007,33.45464711165665,1119.2134133654763,-12,False
blend150fx,w38_ad202stdcorr,ens4,-105.6457248425069,-129.99999999996348,-24.354275157456584,34.5601178857368,1194.4017482760246,-13,False
blend150fx,w38_ad202stdcorr_ens4,ens4,-102.95672300464354,-149.9999999999835,-47.04327699533995,34.199418442682216,1169.6002218176727,-15,False
blend150fx,w40_ad211std,ens4,-99.01073592522015,-129.99999999996348,-30.989264074743332,33.576060316272404,1127.3518263619626,-13,False
blend150fx,w40_ad211stdcorr,ens4,-105.52989653811463,-140.000000000029,-34.47010346191436,34.8685941484251,1215.8188578875852,-14,False
blend150fx_hybrid,blend150sx_hybrid,hybrid,-1.855181144039264,-20.000000000020002,-18.144818855980738,8.744264616799686,76.46216368861496,-2,False
blend150fx_hybrid,blend158_hybrid,hybrid,-14.096988680933897,-39.99999999992898,-25.903011318995084,13.250549861859696,175.57707164163003,-4,False
blend150fx_hybrid,blend159av_hybrid,hybrid,-14.93621361314812,-29.99999999997449,-15.063786386826372,13.101822569864169,171.65775465220213,-3,False
blend150fx_hybrid,stack_pub149_hybrid,hybrid,-4.073780824342954,0.0,4.073780824342954,10.31393880590932,106.37733369204216,0,True
blend150fx_hybrid,stack_pub151_hybrid,hybrid,-10.058216157404765,0.0,10.058216157404765,7.81381008171271,61.05562799307518,0,True
blend150fx_hybrid,stack_pub86_hybrid,hybrid,336.4359607560541,190.0000000000235,-146.4359607560306,58.45930831963795,3417.490729210491,19,True
blend150fx_hybrid,w20_ad187_hybrid,hybrid,-63.11062931063649,-140.000000000029,-76.8893706893925,29.72344134479861,883.4829653776833,-14,False
blend150fx_hybrid,w23_ad187std_h3_hybrid,hybrid,-83.56066297421361,-129.99999999996348,-46.439337025749865,29.580045507309304,874.9790922144894,-13,False
blend150fx_hybrid,w34_ad195std_hybrid,hybrid,-96.5969747366291,-140.000000000029,-43.4030252633999,33.30224886516268,1109.0397794772289,-14,False
blend150fx_hybrid,w34_ad196std_hybrid,hybrid,-94.88864171769418,-140.000000000029,-45.111358282334805,32.90423861030075,1082.6889185236068,-14,False
blend150fx_hybrid,w36_ad197std_hybrid,hybrid,-98.1893830375169,-149.9999999999835,-51.81061696246658,33.708260006347054,1136.2467926554964,-15,False
blend150fx_hybrid,w36_ad199std_hybrid,hybrid,-108.89197723173983,-149.9999999999835,-41.10802276824366,34.73379740275121,1206.4366820153664,-15,False
blend150fx_hybrid,w38_ad202std_hybrid,hybrid,-109.02543908375418,-140.000000000029,-30.97456091627481,34.42040305770076,1184.7641466545756,-14,False
blend150fx_hybrid,w40_ad211std_hybrid,hybrid,-105.25820289597476,-140.000000000029,-34.74179710405423,35.75258538232638,1278.247361520538,-14,False
blend150fx_logit,blend150sx_logit,logit,-5.546143992507524,-10.000000000065512,-4.453856007557988,7.810946580354278,61.01088648114819,-1,False
blend150fx_logit,blend158_logit,logit,-11.552820430305033,-30.000000000085514,-18.44717956978048,13.670265721576488,186.87616489850916,-3,False
blend150fx_logit,blend159_logit,logit,-14.825170469912052,-30.000000000085514,-15.174829530173461,13.512367306224307,182.58407021831954,-3,False
blend150fx_logit,blend159av_logit,logit,-14.927470418091282,-30.000000000085514,-15.072529581994232,14.137219987932644,199.8609889872023,-3,False
blend150fx_logit,stack_pub74_logit,logit,308.4854887325239,219.99999999999798,-88.48548873252591,56.93477030657125,3241.568069862027,22,True
blend150fx_logit,stack_pub88_mine_logit,logit,289.8905347249459,219.99999999999798,-69.89053472494791,54.92814149792913,3017.1007284165244,22,True
blend150fx_logit,w14a_repro159av_logit,logit,-15.032713519547158,-30.000000000085514,-14.967286480538355,13.864705247360412,192.23005159618333,-3,False
blend150fx_logit,w20_ad187_logit,logit,-74.96276842855477,-130.0000000000745,-55.037231571519726,30.733903513047963,944.572825149342,-13,False
blend150fx_logit,w23_ad187std_logit,logit,-79.96841754587258,-110.0000000000545,-30.031582454181915,30.690202639208504,941.8885380356805,-11,False
blend150fx_logit,w27_ad188raw_logit,logit,-88.8958843650034,-130.0000000000745,-41.104115635071096,32.012526765470696,1024.8018699099775,-13,False
blend150fx_logit,w27_ad190std_logit,logit,-89.66769586415957,-130.0000000000745,-40.332304135914924,32.55325920403569,1059.7146848051343,-13,False
blend150fx_logit,w29_ad194std_logit,logit,-90.09913676172322,-130.0000000000745,-39.90086323835128,32.89762722795644,1082.2538772295811,-13,False
blend150fx_rankraw,blend150sx_rankraw,rankraw,2.2149765571688462,0.0,-2.2149765571688462,11.877462130920055,141.07410667143995,0,False
blend150fx_rankraw,blend156_rankraw,rankraw,-12.00658362310314,-20.000000000020002,-7.993416376916862,14.103954148171754,198.9215226137312,-2,False
blend150fx_rankraw,blend158_rankraw,rankraw,-12.34809089067923,-20.000000000020002,-7.651909109340771,14.603898388905483,213.27384815347614,-2,False
blend150fx_rankraw,blend159av_rankraw,rankraw,-9.788821219269828,0.0,9.788821219269828,15.666822448700765,245.44932563911425,0,False
blend150fx_rankraw,stack_pub151_fixed_rankraw,rankraw,-0.430091106617958,-9.99999999995449,-9.569908893336532,7.153177180095085,51.16794376983307,-1,True
blend150fx_rankraw,stack_pub151_rankraw,rankraw,1.0059951602858774,0.0,-1.0059951602858774,7.829187072840018,61.296170221525244,0,True
blend150fx_rankraw,w20_ad187_rankraw,rankraw,-67.4581436866939,-120.000000000009,-52.541856313315094,29.62059985727425,877.3799359047553,-12,False
blend150fx_rankraw,w22_ad187corr_rankraw,rankraw,-76.06366505863438,-149.9999999999835,-73.9363349413491,30.59979733546533,936.347596971551,-15,False
blend150fx_rankraw,w23_ad187std_h3_rankraw,rankraw,-67.71938913474607,-120.000000000009,-52.28061086526293,29.698642937093712,882.0093923049862,-12,False
blend150fx_rankraw,w38_ad202std_rankraw,rankraw,-82.68353225748815,-120.000000000009,-37.31646774252084,34.74927218484308,1207.5119173763087,-12,False
blend150fx_rankraw,w40_ad211std_rankraw,rankraw,-80.33033405907553,-120.000000000009,-39.66966594093347,35.31096214066269,1246.8640472993138,-12,False
blend150fx_rescale,blend156_rescale,rescale,-12.5779359381184,-29.99999999997449,-17.42206406185609,13.265997030424952,175.98667721124366,-3,False
blend150fx_rescale,blend158_rescale,rescale,-14.836131178697087,-29.99999999997449,-15.163868821277404,14.293521660929459,204.30476147145964,-3,False
blend150fx_rescale,blend159_rescale,rescale,-13.355278535631676,-29.99999999997449,-16.644721464342815,13.823535688508482,191.09013893146766,-3,False
blend150fx_rescale,blend159av_rescale,rescale,-16.133356429581802,-29.99999999997449,-13.86664357039269,14.229026644746222,202.4651992568979,-3,False
blend150fx_rescale,blend160orig_rescale,rescale,-10.811785180586675,-29.99999999997449,-19.188214819387817,14.756136866840128,217.74357523291837,-3,False
blend150fx_rescale,blend160origm_rescale,rescale,-14.471951482075696,-29.99999999997449,-15.528048517898796,14.292277533732653,204.26919710123911,-3,False
blend150fx_rescale,w14a_repro159av_rescale,rescale,-14.63718416627735,-29.99999999997449,-15.362815833697141,14.284144726486685,204.0367905672174,-3,False
blend150fx_rescale,w20_ad187_rescale,rescale,-65.31019490818579,-129.99999999996348,-64.68980509177769,30.444693606313965,926.8793687823345,-13,False
blend150fx_rescale,w23_ad187std_h3_rescale,rescale,-81.16698119509103,-120.000000000009,-38.83301880491797,30.789538352376027,947.9956719524343,-12,False
blend150fx_rescale,w27_ad188raw_rescale,rescale,-86.43448976308754,-129.99999999996348,-43.56551023687594,31.106609999431846,967.6211856567534,-13,False
blend150fx_rescale,w27_ad190std_rescale,rescale,-86.46454037286588,-129.99999999996348,-43.535459627097595,32.40492201537275,1050.0789708223892,-13,False
blend150fx_rescale,w29_ad194std_rescale,rescale,-85.34399565751639,-129.99999999996348,-44.65600434244709,31.89793262023486,1017.4781054450432,-13,False
blend150fx_rescale,w36_ad199std_rescale,rescale,-109.40037651296919,-140.000000000029,-30.5996234870598,34.86458505946182,1215.5392913684482,-14,False
blend150fx_rescale,w38_ad202std_rescale,rescale,-107.49852609193145,-129.99999999996348,-22.501473908032025,36.05288589648733,1299.8105814651353,-13,False
blend150fx_rescale,w40_ad211std_rescale,rescale,-108.44476001770076,-140.000000000029,-31.55523998232823,35.253903594074714,1242.8377186203143,-14,False
blend150sx,blend153,ens4,-1.2804797236976029,0.0,1.2804797236976029,5.3637285418717475,28.76958387088962,0,False
blend150sx,blend156,ens4,-8.556583837249221,-20.000000000020002,-11.44341616277078,10.46743358267184,109.56716580764623,-2,False
blend150sx,blend158,ens4,-10.178565754026536,-20.000000000020002,-9.821434245993466,10.959606637855932,120.1129776565358,-2,False
blend150sx,blend159,ens4,-10.329828609045855,-20.000000000020002,-9.670171390974147,11.092411756173489,123.04159856849583,-2,False
blend150sx,blend159av,ens4,-11.828619263853923,-20.000000000020002,-8.171380736166078,11.5337270290607,133.02685918088537,-2,False
blend150sx,blend160orig,ens4,-9.25952047536871,-20.000000000020002,-10.740479524651292,11.634804203762208,135.36866885988275,-2,False
blend150sx,blend160origm,ens4,-11.196348750686091,-20.000000000020002,-8.80365124933391,11.405041607996887,130.07497408014024,-2,False
blend150sx,w14a_repro159av,ens4,-10.568335660932071,-20.000000000020002,-9.43166433908793,11.1805254731968,125.00414985680254,-2,False
blend150sx,w16q_ens4avg,ens4,-18.469027642686875,-40.000000000040004,-21.53097235735313,13.632643474683675,185.8489681078354,-4,False
blend150sx,w16t_cellens4,ens4,-18.324569561078974,-40.000000000040004,-21.67543043896103,15.045586489224062,226.36967280472163,-4,False
blend150sx,w20_ad187,ens4,-64.84139118712041,-120.000000000009,-55.15860881288859,28.16425550869782,793.2252883592155,-12,False
blend150sx,w21_ad187corr,ens4,-73.83327754206803,-129.99999999996348,-56.166722457895446,29.59774190720406,876.0263260054635,-13,False
blend150sx,w21_ad187corr_ens4,ens4,-70.88497375218329,-140.000000000029,-69.1150262478457,29.07979732409305,845.6346124103293,-14,False
blend150sx,w23_ad187std,ens4,-72.84915305527662,-109.99999999994348,-37.15084694466687,27.908915876313333,778.9075853911345,-11,False
blend150sx,w23_ad187stdcorr,ens4,-82.03278077145715,-120.000000000009,-37.96721922855184,29.43002207556547,866.126199368271,-12,False
blend150sx,w27_ad188std,ens4,-76.29755440452524,-120.000000000009,-43.70244559548375,28.883365502296538,834.2488027392537,-12,False
blend150sx,w27_ad188stdcorr,ens4,-83.7595084983711,-129.99999999996348,-46.24049150159237,30.4120310793043,924.8916343685705,-13,False
blend150sx,w27_ad190std,ens4,-77.8857205051553,-129.99999999996348,-52.11427949480817,29.624835519766737,877.630879573233,-13,False
blend150sx,w27_ad190stdcorr,ens4,-85.08632258852344,-140.000000000029,-54.913677411505546,30.906808727047828,955.2308256903198,-14,False
blend150sx,w29_ad194std,ens4,-78.57185072324135,-120.000000000009,-41.42814927676764,29.636986509623725,878.3509693716187,-12,False
blend150sx,w29_ad194stdcorr,ens4,-85.23943252580769,-140.000000000029,-54.760567474221304,30.954876331613924,958.204368705512,-14,False
blend150sx,w34_ad195std,ens4,-85.11676900169185,-120.000000000009,-34.883230998317146,30.979368672607603,959.7212833533413,-12,False
blend150sx,w34_ad195stdcorr,ens4,-91.74679007928344,-129.99999999996348,-38.253209920680035,32.244031175011735,1039.6775464151287,-13,False
blend150sx,w34_ad196std,ens4,-85.50245908911513,-120.000000000009,-34.49754091089386,31.27300612090655,978.0009118382586,-12,False
blend150sx,w36_ad197std,ens4,-88.01076146491837,-120.000000000009,-31.98923853509062,31.541108447678873,994.8415221082396,-12,False
blend150sx,w36_ad197stdcorr,ens4,-95.58184057800734,-129.99999999996348,-34.41815942195613,32.74531903362476,1072.2559186138678,-13,False
blend150sx,w36_ad199std,ens4,-99.27686294819438,-129.99999999996348,-30.7231370517691,32.59113665794908,1062.1821886571124,-13,False
blend150sx,w36_ad199stdcorr,ens4,-106.95786883585524,-140.000000000029,-33.04213116417375,33.630021738056875,1130.978362102178,-14,False
blend150sx,w36_ad199stdcorr_ens4,ens4,-103.53937601315089,-149.9999999999835,-46.4606239868326,33.34837500938188,1112.114115766366,-15,False
blend150sx,w38_ad202std,ens4,-97.52450949018777,-120.000000000009,-22.475490509821228,32.86508256313785,1080.1136518818676,-12,False
blend150sx,w38_ad202stdcorr,ens4,-104.54099703871567,-129.99999999996348,-25.459002961247805,33.976415548882194,1154.3968135503237,-13,False
blend150sx,w38_ad202stdcorr_ens4,ens4,-101.85199520085231,-149.9999999999835,-48.14800479913117,33.6162920705916,1130.0550925753196,-15,False
blend150sx,w40_ad211std,ens4,-97.90600812142891,-129.99999999996348,-32.09399187853457,32.995897905685254,1088.7292786024045,-13,False
blend150sx,w40_ad211stdcorr,ens4,-104.42516873432339,-140.000000000029,-35.5748312657056,34.31819374714376,1177.7384220664972,-14,False
blend150sx_hybrid,blend158_hybrid,hybrid,-12.241807536894633,-19.99999999990898,-7.758192463014346,11.108410241778358,123.39677809964633,-2,False
blend150sx_hybrid,blend159av_hybrid,hybrid,-13.081032469108855,-9.99999999995449,3.0810324691543656,11.283702435231802,127.32194064685609,-1,False
blend150sx_hybrid,stack_pub149_hybrid,hybrid,-2.21859968030369,20.000000000020002,22.218599680323692,12.454796502249398,155.1219559124438,2,True
blend150sx_hybrid,stack_pub151_hybrid,hybrid,-8.2030350133655,20.000000000020002,28.203035013385502,10.554128809697788,111.38963493169285,2,True
blend150sx_hybrid,stack_pub86_hybrid,hybrid,338.29114190009335,210.00000000004349,-128.29114190004987,58.8073512318877,3458.304558910604,21,True
blend150sx_hybrid,w20_ad187_hybrid,hybrid,-61.255448166597226,-120.000000000009,-58.74455183341177,28.656191500210724,821.1773112967494,-12,False
blend150sx_hybrid,w23_ad187std_h3_hybrid,hybrid,-81.70548183017435,-109.99999999994348,-28.294518169769134,28.913602538502822,835.9964117545169,-11,False
blend150sx_hybrid,w34_ad195std_hybrid,hybrid,-94.74179359258983,-120.000000000009,-25.258206407419166,32.58594139201534,1061.8435764038586,-12,False
blend150sx_hybrid,w34_ad196std_hybrid,hybrid,-93.03346057365492,-120.000000000009,-26.966539426354075,32.13838856752276,1032.8760197170777,-12,False
blend150sx_hybrid,w36_ad197std_hybrid,hybrid,-96.33420189347764,-129.99999999996348,-33.66579810648584,33.03217397249942,1091.124517349468,-13,False
blend150sx_hybrid,w36_ad199std_hybrid,hybrid,-107.03679608770057,-129.99999999996348,-22.963203912262912,34.07452664355146,1161.073365982098,-13,False
blend150sx_hybrid,w38_ad202std_hybrid,hybrid,-107.17025793971492,-120.000000000009,-12.82974206029408,33.72598573998856,1137.4421141339117,-12,False
blend150sx_hybrid,w40_ad211std_hybrid,hybrid,-103.4030217519355,-120.000000000009,-16.596978248073498,35.20649792476623,1239.4974961265689,-12,False
blend150sx_logit,blend158_logit,logit,-6.006676437797509,-20.000000000020002,-13.993323562222493,11.813661655033558,139.56260169961024,-2,False
blend150sx_logit,blend159_logit,logit,-9.279026477404528,-20.000000000020002,-10.720973522615473,11.898808333904036,141.58163976698415,-2,False
blend150sx_logit,blend159av_logit,logit,-9.381326425583758,-20.000000000020002,-10.618673574436244,12.164082306433631,147.9648983576917,-2,False
blend150sx_logit,stack_pub74_logit,logit,314.03163272503144,230.0000000000635,-84.03163272496795,57.51140469707618,3307.561670230876,23,True
blend150sx_logit,stack_pub88_mine_logit,logit,295.4366787174534,230.0000000000635,-65.4366787173899,55.56515726646194,3087.486702046648,23,True
blend150sx_logit,w14a_repro159av_logit,logit,-9.486569527039634,-20.000000000020002,-10.513430472980367,12.067081610302393,145.6144585896982,-2,False
blend150sx_logit,w20_ad187_logit,logit,-69.41662443604724,-120.000000000009,-50.58337556396175,29.97033152109546,898.220771484368,-12,False
blend150sx_logit,w23_ad187std_logit,logit,-74.42227355336506,-99.99999999998899,-25.577726446623927,30.051973475170207,903.1211097523337,-10,False
blend150sx_logit,w27_ad188raw_logit,logit,-83.34974037249587,-120.000000000009,-36.65025962751312,31.261220352059258,977.2638979000039,-12,False
blend150sx_logit,w27_ad190std_logit,logit,-84.12155187165204,-120.000000000009,-35.87844812835695,31.957024780063055,1021.2514327935642,-12,False
blend150sx_logit,w29_ad194std_logit,logit,-84.55299276921569,-120.000000000009,-35.447007230793304,32.263088202107255,1040.9068603369524,-12,False
blend150sx_rankraw,blend156_rankraw,rankraw,-14.221560180271986,-20.000000000020002,-5.778439819748016,12.633149814245991,159.5964742291835,-2,False
blend150sx_rankraw,blend158_rankraw,rankraw,-14.563067447848077,-20.000000000020002,-5.436932552171925,13.027604566930767,169.71848075231537,-2,False
blend150sx_rankraw,blend159av_rankraw,rankraw,-12.003797776438674,0.0,12.003797776438674,15.617421169968798,243.90384400018957,0,False
blend150sx_rankraw,stack_pub151_fixed_rankraw,rankraw,-2.6450676637868042,-9.99999999995449,-7.3549323361676855,12.40430710423821,153.86683473625453,-1,True
blend150sx_rankraw,stack_pub151_rankraw,rankraw,-1.2089813968829688,0.0,1.2089813968829688,9.19887827721333,84.6193615589873,0,True
blend150sx_rankraw,w20_ad187_rankraw,rankraw,-69.67312024386274,-120.000000000009,-50.326879756146255,28.74754204391501,826.4211735666613,-12,False
blend150sx_rankraw,w22_ad187corr_rankraw,rankraw,-78.27864161580322,-149.9999999999835,-71.72135838418026,29.809762323956726,888.6219298107899,-15,False
blend150sx_rankraw,w23_ad187std_h3_rankraw,rankraw,-69.93436569191492,-120.000000000009,-50.065634308094076,28.667434874743204,821.8218222976429,-12,False
blend150sx_rankraw,w38_ad202std_rankraw,rankraw,-84.89850881465699,-120.000000000009,-35.101491185352,33.90571141433156,1149.5972665119334,-12,False
blend150sx_rankraw,w40_ad211std_rankraw,rankraw,-82.54531061624438,-120.000000000009,-37.45468938376462,34.4675956733987,1188.0151515048929,-12,False
blend153,blend156,ens4,-7.276104113551618,-20.000000000020002,-12.723895886468384,9.254279272304501,85.64168484980473,-2,False
blend153,blend158,ens4,-8.898086030328933,-20.000000000020002,-11.101913969691068,9.908322863422315,98.1748619658174,-2,False
blend153,blend159,ens4,-9.049348885348252,-20.000000000020002,-10.95065111467175,9.977471564871095,99.54993882781127,-2,False
blend153,blend159av,ens4,-10.54813954015632,-20.000000000020002,-9.451860459863681,10.497155252623468,110.19026839768048,-2,False
blend153,blend160orig,ens4,-7.979040751671107,-20.000000000020002,-12.020959248348895,10.619208038836943,112.76757937209914,-2,False
blend153,blend160origm,ens4,-9.915869026988489,-20.000000000020002,-10.084130973031513,10.435666865267832,108.90314292284893,-2,False
blend153,w14a_repro159av,ens4,-9.287855937234468,-20.000000000020002,-10.712144062785534,10.22058666977424,104.4603918743669,-2,False
blend153,w16q_ens4avg,ens4,-17.188547918989272,-40.000000000040004,-22.81145208105073,12.875065173413576,165.76730321964715,-4,False
blend153,w16t_cellens4,ens4,-17.04408983738137,-40.000000000040004,-22.955910162658633,14.436965576960242,208.42597507033497,-4,False
blend153,w20_ad187,ens4,-63.5609114634228,-120.000000000009,-56.4390885365862,27.75118590397674,770.1283190770773,-12,False
blend153,w21_ad187corr,ens4,-72.55279781837044,-129.99999999996348,-57.44720218159304,29.214971181332512,853.5145411260892,-13,False
blend153,w21_ad187corr_ens4,ens4,-69.60449402848568,-140.000000000029,-70.39550597154332,28.727031814353406,825.2423568628728,-14,False
blend153,w23_ad187std,ens4,-71.56867333157902,-109.99999999994348,-38.43132666836446,27.574183273944257,760.3355832250672,-11,False
blend153,w23_ad187stdcorr,ens4,-80.75230104775954,-120.000000000009,-39.24769895224945,29.10673315973669,847.2019152321154,-12,False
blend153,w27_ad188std,ens4,-75.01707468082763,-120.000000000009,-44.98292531918136,28.505341080618283,812.5544701223844,-12,False
blend153,w27_ad188stdcorr,ens4,-82.47902877467351,-129.99999999996348,-47.52097122528997,30.084123848341996,905.0545077223796,-13,False
blend153,w27_ad190std,ens4,-76.6052407814577,-129.99999999996348,-53.39475921850578,29.253801834544777,855.7849217748153,-13,False
blend153,w27_ad190stdcorr,ens4,-83.80584286482585,-140.000000000029,-56.19415713520314,30.536676952866685,932.4886393237393,-14,False
blend153,w29_ad194std,ens4,-77.29137099954376,-120.000000000009,-42.70862900046524,29.368891075506305,862.531763004954,-12,False
blend153,w29_ad194stdcorr,ens4,-83.95895280211008,-140.000000000029,-56.041047197918914,30.72157992062166,943.8154728191439,-14,False
blend153,w34_ad195std,ens4,-83.83628927799425,-120.000000000009,-36.16371072201474,30.749732642940884,945.5460576123442,-12,False
blend153,w34_ad195stdcorr,ens4,-90.46631035558583,-129.99999999996348,-39.533689644377645,32.037679322497965,1026.4128963712137,-13,False
blend153,w34_ad196std,ens4,-84.22197936541754,-120.000000000009,-35.778020634591456,31.047716240849994,963.9606837723404,-12,False
blend153,w36_ad197std,ens4,-86.73028174122078,-120.000000000009,-33.26971825878822,31.263793256816744,977.42476880498,-12,False
blend153,w36_ad197stdcorr,ens4,-94.30136085430973,-129.99999999996348,-35.69863914565374,32.48907462878639,1055.5399702348514,-13,False
blend153,w36_ad199std,ens4,-97.99638322449678,-129.99999999996348,-32.003616775466696,32.32712709285053,1045.0431460773107,-13,False
blend153,w36_ad199stdcorr,ens4,-105.67738911215763,-140.000000000029,-34.32261088787136,33.398980177794755,1115.491876916727,-14,False
blend153,w36_ad199stdcorr_ens4,ens4,-102.25889628945329,-149.9999999999835,-47.7411037105302,33.124669634808214,1097.2437384151854,-15,False
blend153,w38_ad202std,ens4,-96.24402976649016,-120.000000000009,-23.755970233518838,32.641643944050664,1065.4769193701795,-12,False
blend153,w38_ad202stdcorr,ens4,-103.26051731501806,-129.99999999996348,-26.739482684945415,33.78083161661461,1141.1445847100695,-13,False
blend153,w38_ad202stdcorr_ens4,ens4,-100.5715154771547,-149.9999999999835,-49.42848452282878,33.43085894662912,1117.6223299094127,-15,False
blend153,w40_ad211std,ens4,-96.62552839773132,-129.99999999996348,-33.37447160223216,32.71825255299948,1070.4840501218569,-13,False
blend153,w40_ad211stdcorr,ens4,-103.1446890106258,-140.000000000029,-36.85531098940319,34.05598736020526,1159.81027507846,-14,False
blend156,blend158,ens4,-1.6219819167773153,0.0,1.6219819167773153,4.163248940897029,17.33264174388023,0,False
blend156,blend159,ens4,-1.7732447717966338,0.0,1.7732447717966338,4.416469669222517,19.505204339162447,0,False
blend156,blend159av,ens4,-3.2720354266047025,0.0,3.2720354266047025,5.469809625070819,29.91881733451737,0,False
blend156,blend160orig,ens4,-0.702936638119489,0.0,0.702936638119489,5.655591097744348,31.98571066488512,0,False
blend156,blend160origm,ens4,-2.6397649134368706,0.0,2.6397649134368706,5.573422777550999,31.06304145732429,0,False
blend156,w14a_repro159av,ens4,-2.01175182368285,0.0,2.01175182368285,5.194125411174766,26.97893878701143,0,False
blend156,w16q_ens4avg,ens4,-9.912443805437654,-20.000000000020002,-10.087556194582348,9.300276314717923,86.49513953010319,-2,False
blend156,w16t_cellens4,ens4,-9.767985723829753,-20.000000000020002,-10.232014276190249,11.407500383081803,130.1310649900115,-2,False
blend156,w20_ad187,ens4,-56.28480734987118,-99.99999999998899,-43.71519265011781,26.312672769962944,692.3567482991493,-10,False
blend156,w21_ad187corr,ens4,-65.27669370481881,-109.99999999994348,-44.72330629512467,27.996543404164946,783.8064425812918,-11,False
blend156,w21_ad187corr_ens4,ens4,-62.32838991493406,-120.000000000009,-57.67161008507494,27.357669427479397,748.442076503241,-12,False
blend156,w23_ad187std,ens4,-64.2925692180274,-89.99999999992347,-25.70743078189608,26.31325885809974,692.3875917333644,-9,False
blend156,w23_ad187stdcorr,ens4,-73.47619693420793,-99.99999999998899,-26.523803065781053,28.03272899753487,785.8338950492325,-10,False
blend156,w27_ad188std,ens4,-67.74097056727602,-99.99999999998899,-32.259029432712964,27.303101776886603,745.4593666390283,-10,False
blend156,w27_ad188stdcorr,ens4,-75.20292466112188,-109.99999999994348,-34.7970753388216,29.068200595813448,844.9602858784492,-11,False
blend156,w27_ad190std,ens4,-69.32913666790608,-109.99999999994348,-40.6708633320374,28.066375010215616,787.7214062140556,-11,False
blend156,w27_ad190stdcorr,ens4,-76.52973875127422,-120.000000000009,-43.47026124873477,29.514700797090946,871.1175631418009,-12,False
blend156,w29_ad194std,ens4,-70.01526688599213,-99.99999999998899,-29.984733113996853,28.157639606371617,792.8526682023075,-10,False
blend156,w29_ad194stdcorr,ens4,-76.68284868855847,-120.000000000009,-43.31715131145053,29.667223549778537,880.1441531525343,-12,False
blend156,w34_ad195std,ens4,-76.56018516444263,-99.99999999998899,-23.439814835546358,29.57074362166221,874.4288783380762,-10,False
blend156,w34_ad195stdcorr,ens4,-83.19020624203422,-109.99999999994348,-26.80979375790926,31.012077474124354,961.7489492610912,-11,False
blend156,w34_ad196std,ens4,-76.94587525186591,-99.99999999998899,-23.054124748123073,29.841632360693573,890.5230219507939,-10,False
blend156,w36_ad197std,ens4,-79.45417762766915,-99.99999999998899,-20.545822372319833,30.096372902806337,905.7916619047755,-10,False
blend156,w36_ad197stdcorr,ens4,-87.02525674075812,-109.99999999994348,-22.97474325918536,31.45715238482462,989.5524361620774,-11,False
blend156,w36_ad199std,ens4,-90.72027911094516,-109.99999999994348,-19.279720888998327,31.245054115560784,976.2534066843218,-11,False
blend156,w36_ad199stdcorr,ens4,-98.40128499860602,-120.000000000009,-21.59871500140298,32.43734405931153,1052.1812896221527,-12,False
blend156,w36_ad199stdcorr_ens4,ens4,-94.98279217590166,-129.99999999996348,-35.01720782406181,32.084024166238095,1029.3846066997503,-13,False
blend156,w38_ad202std,ens4,-88.96792565293855,-99.99999999998899,-11.03207434705044,31.539247573060184,994.7241374747828,-10,False
blend156,w38_ad202stdcorr,ens4,-95.98441320146645,-109.99999999994348,-14.015586798477031,32.817611715162386,1076.9956386871636,-11,False
blend156,w38_ad202stdcorr_ens4,ens4,-93.2954113636031,-129.99999999996348,-36.704588636360384,32.36883109321543,1047.7412263411097,-13,False
blend156,w40_ad211std,ens4,-89.34942428417969,-109.99999999994348,-20.650575715763793,31.60285979936452,998.7407474982901,-11,False
blend156,w40_ad211stdcorr,ens4,-95.86858489707417,-120.000000000009,-24.131415102934824,33.090028420038,1094.9499808389228,-12,False
