a,b,dcv,dlb,sd,p_reverse
blend158_rescale,w16h_h3av6,-2.1356002207761904e-05,0.0,1.4034831083612431e-05,0.072
blend158_rescale,w16i_schemeavg,-2.829324789177523e-05,-2.0000000000020002e-05,1.55335734659023e-05,0.044
blend158_rescale,w16l_maskw_h3,-1.8367204688285454e-05,0.0,1.6025151238190265e-05,0.15
blend158_rescale,w16n_finegrid,-2.8323465956825444e-05,-2.0000000000020002e-05,1.5497144501427487e-05,0.038
blend158_rescale,w16q_ens4avg,-2.4144112194868228e-05,-3.0000000000085514e-05,1.477497296705545e-05,0.052
blend158_rescale,w16t_cellens4,-2.3999654113260327e-05,-3.0000000000085514e-05,1.5627787289733323e-05,0.062
blend159,blend159_h3,-3.5585869184728836e-06,1.0000000000065512e-05,7.5038893046594215e-06,0.32
blend159,blend159av,-1.4987906548080687e-06,0.0,3.7819368145977233e-06,0.32
blend159,blend159av_h3,-5.794195994779372e-06,1.0000000000065512e-05,8.650013757657879e-06,0.256
blend159,blend159av_w,-4.800506259838855e-06,1.0000000000065512e-05,8.351596067208616e-06,0.296
blend159,blend159av_wh3,-5.878999404296259e-06,1.0000000000065512e-05,9.412115294016551e-06,0.276
blend159,blend160orig,1.0703081336771447e-06,0.0,4.319128649098877e-06,0.396
blend159,blend160orig_h3,-2.953200588073912e-06,1.0000000000065512e-05,8.850936528972115e-06,0.362
blend159,blend160origm,-8.665201416402368e-07,0.0,4.03938549959456e-06,0.39
blend159,blend160origm_h3,-5.2770585929895475e-06,1.0000000000065512e-05,8.6835510649204e-06,0.264
blend159,blendtop3,-6.082482932212585e-06,1.0000000000065512e-05,7.910274920852804e-06,0.226
blend159,stack_pub149_hybrid,2.5067805626055595e-05,7.00000000000145e-05,2.0766270463495164e-05,0.102
blend159,stack_pub151_fixed_rankraw,1.8875999773015906e-05,3.0000000000085514e-05,2.279021623527361e-05,0.194
blend159,stack_pub151_hybrid,1.9083370292993784e-05,7.00000000000145e-05,1.9063051322046734e-05,0.15
blend159,stack_pub151_rankraw,2.031208603991974e-05,4.0000000000040004e-05,2.1533766592440262e-05,0.158
blend159,stack_pub86_hybrid,0.00036557754720645264,0.000260000000000038,5.9069341942198196e-05,0.0
blend159,stack_pub88_mine_logit,0.000383431405071466,0.0002500000000000835,6.030385265004521e-05,0.0
blend159,w16e_aonly,-1.1052540192513227e-05,-2.0000000000020002e-05,1.216470610948403e-05,0.18
blend159,w16h_h3av6,-5.351089046534696e-06,1.0000000000065512e-05,7.67635963200465e-06,0.246
blend159,w16i_schemeavg,-1.2288334730548023e-05,-9.99999999995449e-06,1.1444461814367567e-05,0.15
blend159,w16l_maskw_h3,-2.3622915270582467e-06,1.0000000000065512e-05,1.0327126770160632e-05,0.414
blend159,w16n_finegrid,-1.2318552795598237e-05,-9.99999999995449e-06,1.141309150186074e-05,0.146
blend159,w16q_ens4avg,-8.13919903364102e-06,-2.0000000000020002e-05,8.495623728124609e-06,0.158
blend159,w16t_cellens4,-7.99474095203312e-06,-2.0000000000020002e-05,1.0785927747399682e-05,0.226
blend159_h3,blend159av,2.059796263664815e-06,-1.0000000000065512e-05,8.347116441293888e-06,0.402
blend159_h3,blend159av_h3,-2.2356090763064884e-06,0.0,4.685830103325491e-06,0.298
blend159_h3,blend159av_w,-1.2419193413659713e-06,0.0,5.673050501640357e-06,0.42
blend159_h3,blend159av_wh3,-2.3204124858233754e-06,0.0,5.27061627349171e-06,0.314
blend159_h3,blend160orig,4.628895052150028e-06,-1.0000000000065512e-05,8.734815374164142e-06,0.274
blend159_h3,blend160orig_h3,6.053863303989715e-07,0.0,5.3637348492844215e-06,0.456
blend159_h3,blend160origm,2.6920667768326467e-06,-1.0000000000065512e-05,8.487835894471535e-06,0.384
blend159_h3,blend160origm_h3,-1.718471674516664e-06,0.0,4.7912169019067905e-06,0.342
blend159_h3,blendtop3,-2.5238960137397015e-06,0.0,3.436245163053278e-06,0.21
blend159_h3,stack_pub149_hybrid,2.862639254452848e-05,5.999999999994898e-05,1.8902960912469687e-05,0.052
blend159_h3,stack_pub151_fixed_rankraw,2.243458669148879e-05,2.0000000000020002e-05,2.0048118791132647e-05,0.124
blend159_h3,stack_pub151_hybrid,2.2641957211466668e-05,5.999999999994898e-05,1.716863595507046e-05,0.09
blend159_h3,stack_pub151_rankraw,2.3870672958392625e-05,2.999999999997449e-05,1.872663177573319e-05,0.082
blend159_h3,stack_pub86_hybrid,0.0003691361341249255,0.00024999999999997247,6.0235329952340415e-05,0.0
blend159_h3,stack_pub88_mine_logit,0.0003869899919899389,0.00024000000000001798,6.303309110713589e-05,0.0
blend159_h3,w16e_aonly,-7.493953274040344e-06,-3.0000000000085514e-05,9.88014144502895e-06,0.21
blend159_h3,w16h_h3av6,-1.7925021280618125e-06,0.0,2.848774339435131e-06,0.25
blend159_h3,w16i_schemeavg,-8.72974781207514e-06,-2.0000000000020002e-05,9.052684612172825e-06,0.162
blend159_h3,w16l_maskw_h3,1.1962953914146368e-06,0.0,6.740991495709982e-06,0.404
blend159_h3,w16n_finegrid,-8.759965877125353e-06,-2.0000000000020002e-05,8.995882955155712e-06,0.162
blend159_h3,w16q_ens4avg,-4.580612115168137e-06,-3.0000000000085514e-05,1.138235286465695e-05,0.336
blend159_h3,w16t_cellens4,-4.436154033560236e-06,-3.0000000000085514e-05,1.3065830319488303e-05,0.372
blend159av,blend159av_h3,-4.295405339971303e-06,1.0000000000065512e-05,7.443882782067568e-06,0.288
blend159av,blend159av_w,-3.301715605030786e-06,1.0000000000065512e-05,7.0316102782313975e-06,0.32
blend159av,blend159av_wh3,-4.38020874948819e-06,1.0000000000065512e-05,8.253999463090026e-06,0.298
blend159av,blend160orig,2.5690987884852134e-06,0.0,4.159617589453154e-06,0.252
blend159av,blend160orig_h3,-1.4544099332658433e-06,1.0000000000065512e-05,8.657848242167321e-06,0.426
blend159av,blend160origm,6.322705131678319e-07,0.0,4.076684297850109e-06,0.434
blend159av,blend160origm_h3,-3.7782679381814788e-06,1.0000000000065512e-05,8.644176514432766e-06,0.334
blend159av,blendtop3,-4.583692277404516e-06,1.0000000000065512e-05,7.487578599772064e-06,0.284
blend159av,stack_pub149_hybrid,2.6566596280863664e-05,7.00000000000145e-05,2.0927298492403217e-05,0.088
blend159av,stack_pub151_fixed_rankraw,2.0374790427823974e-05,3.0000000000085514e-05,2.2732888355809448e-05,0.16
blend159av,stack_pub151_hybrid,2.0582160947801853e-05,7.00000000000145e-05,1.9247334145992845e-05,0.144
blend159av,stack_pub151_rankraw,2.181087669472781e-05,4.0000000000040004e-05,2.1695552193084184e-05,0.138
blend159av,stack_pub86_hybrid,0.0003670763378612607,0.000260000000000038,5.911537685398941e-05,0.0
blend159av,stack_pub88_mine_logit,0.00038493019572627407,0.0002500000000000835,6.038375096277066e-05,0.0
blend159av,w16e_aonly,-9.553749537705158e-06,-2.0000000000020002e-05,1.1337248639685728e-05,0.198
blend159av,w16h_h3av6,-3.852298391726627e-06,1.0000000000065512e-05,7.660099184306895e-06,0.316
blend159av,w16i_schemeavg,-1.0789544075739954e-05,-9.99999999995449e-06,1.0570114341014742e-05,0.144
blend159av,w16l_maskw_h3,-8.63500872250178e-07,1.0000000000065512e-05,1.0215098592360006e-05,0.476
blend159av,w16n_finegrid,-1.0819762140790168e-05,-9.99999999995449e-06,1.052909454150439e-05,0.148
blend159av,w16q_ens4avg,-6.6404083788329515e-06,-2.0000000000020002e-05,7.659437041017758e-06,0.184
blend159av,w16t_cellens4,-6.4959502972250505e-06,-2.0000000000020002e-05,9.999177737717048e-06,0.234
blend159av_h3,blend159av_w,9.936897349405172e-07,0.0,3.016589450354034e-06,0.352
blend159av_h3,blend159av_wh3,-8.480340951688703e-08,0.0,2.1412308929923357e-06,0.494
blend159av_h3,blend160orig,6.864504128456517e-06,-1.0000000000065512e-05,8.849277867733257e-06,0.212
blend159av_h3,blend160orig_h3,2.84099540670546e-06,0.0,5.368963349447356e-06,0.268
blend159av_h3,blend160origm,4.927675853139135e-06,-1.0000000000065512e-05,8.7823834023352e-06,0.308
blend159av_h3,blend160origm_h3,5.171374017898245e-07,0.0,5.271585680591615e-06,0.476
blend159av_h3,blendtop3,-2.882869374332131e-07,0.0,2.681536993406892e-06,0.464
blend159av_h3,stack_pub149_hybrid,3.086200162083497e-05,5.999999999994898e-05,1.9096963979712262e-05,0.05
blend159av_h3,stack_pub151_fixed_rankraw,2.4670195767795278e-05,2.0000000000020002e-05,1.9827321978042652e-05,0.09
blend159av_h3,stack_pub151_hybrid,2.4877566287773156e-05,5.999999999994898e-05,1.7381370997247072e-05,0.068
blend159av_h3,stack_pub151_rankraw,2.6106282034699113e-05,2.999999999997449e-05,1.8880596233709135e-05,0.066
blend159av_h3,stack_pub86_hybrid,0.000371371743201232,0.00024999999999997247,6.0087142628504956e-05,0.0
blend159av_h3,stack_pub88_mine_logit,0.0003892256010662454,0.00024000000000001798,6.294681717995997e-05,0.0
blend159av_h3,w16e_aonly,-5.258344197733855e-06,-3.0000000000085514e-05,8.647746690091658e-06,0.28
blend159av_h3,w16h_h3av6,4.431069482446759e-07,0.0,3.35930597404663e-06,0.41
blend159av_h3,w16i_schemeavg,-6.494138735768651e-06,-2.0000000000020002e-05,7.711825410161242e-06,0.188
blend159av_h3,w16l_maskw_h3,3.4319044677211252e-06,0.0,6.91023990263688e-06,0.304
blend159av_h3,w16n_finegrid,-6.524356800818865e-06,-2.0000000000020002e-05,7.635989369845502e-06,0.186
blend159av_h3,w16q_ens4avg,-2.3450030388616483e-06,-3.0000000000085514e-05,1.0733868128386044e-05,0.408
blend159av_h3,w16t_cellens4,-2.2005449572537472e-06,-3.0000000000085514e-05,1.2356652506453422e-05,0.442
blend159av_w,blend159av_wh3,-1.0784931444574042e-06,0.0,2.203578608693211e-06,0.316
blend159av_w,blend160orig,5.8708143935159995e-06,-1.0000000000065512e-05,8.65514790083499e-06,0.248
blend159av_w,blend160orig_h3,1.8473056717649428e-06,0.0,6.413886628990297e-06,0.376
blend159av_w,blend160origm,3.933986118198618e-06,-1.0000000000065512e-05,8.566428313103379e-06,0.348
blend159av_w,blend160origm_h3,-4.765523331506927e-07,0.0,6.314651073252109e-06,0.462
blend159av_w,blendtop3,-1.2819766723737303e-06,0.0,4.184783466258529e-06,0.374
blend159av_w,stack_pub149_hybrid,2.986831188589445e-05,5.999999999994898e-05,1.981150633463402e-05,0.064
blend159av_w,stack_pub151_fixed_rankraw,2.367650603285476e-05,2.0000000000020002e-05,1.873493007674585e-05,0.096
blend159av_w,stack_pub151_hybrid,2.388387655283264e-05,5.999999999994898e-05,1.807756975806031e-05,0.08
blend159av_w,stack_pub151_rankraw,2.5112592299758596e-05,2.999999999997449e-05,1.7876215828677314e-05,0.07
blend159av_w,stack_pub86_hybrid,0.0003703780534662915,0.00024999999999997247,6.004728598931396e-05,0.0
blend159av_w,stack_pub88_mine_logit,0.00038823191133130486,0.00024000000000001798,6.264865011381673e-05,0.0
blend159av_w,w16e_aonly,-6.252033932674372e-06,-3.0000000000085514e-05,9.467905848273496e-06,0.232
blend159av_w,w16h_h3av6,-5.505827866958413e-07,0.0,4.701837829886178e-06,0.444
blend159av_w,w16i_schemeavg,-7.487828470709168e-06,-2.0000000000020002e-05,8.551202265085918e-06,0.17
blend159av_w,w16l_maskw_h3,2.438214732780608e-06,0.0,7.67180354565177e-06,0.364
blend159av_w,w16n_finegrid,-7.518046535759382e-06,-2.0000000000020002e-05,8.482890861329629e-06,0.168
blend159av_w,w16q_ens4avg,-3.3386927738021654e-06,-3.0000000000085514e-05,1.0694508485835545e-05,0.37
blend159av_w,w16t_cellens4,-3.1942346921942644e-06,-3.0000000000085514e-05,1.2456306125790536e-05,0.394
blend159av_wh3,blend160orig,6.949307537973404e-06,-1.0000000000065512e-05,9.702867945129316e-06,0.22
blend159av_wh3,blend160orig_h3,2.925798816222347e-06,0.0,6.109979096312746e-06,0.298
blend159av_wh3,blend160origm,5.012479262656022e-06,-1.0000000000065512e-05,9.575698363068796e-06,0.312
blend159av_wh3,blend160origm_h3,6.019408113067115e-07,0.0,5.930512651398431e-06,0.47
blend159av_wh3,blendtop3,-2.0348352791632607e-07,0.0,3.6465963459545605e-06,0.45
blend159av_wh3,stack_pub149_hybrid,3.0946805030351854e-05,5.999999999994898e-05,1.9629144001414035e-05,0.052
blend159av_wh3,stack_pub151_fixed_rankraw,2.4754999177312165e-05,2.0000000000020002e-05,1.84973788870347e-05,0.078
blend159av_wh3,stack_pub151_hybrid,2.4962369697290043e-05,5.999999999994898e-05,1.791912664477326e-05,0.074
blend159av_wh3,stack_pub151_rankraw,2.6191085444216e-05,2.999999999997449e-05,1.7658163193039163e-05,0.062
blend159av_wh3,stack_pub86_hybrid,0.0003714565466107489,0.00024999999999997247,6.026617639532443e-05,0.0
blend159av_wh3,stack_pub88_mine_logit,0.00038931040447576226,0.00024000000000001798,6.315088863643878e-05,0.0
blend159av_wh3,w16e_aonly,-5.173540788216968e-06,-3.0000000000085514e-05,9.137625661181076e-06,0.28
blend159av_wh3,w16h_h3av6,5.279103577615629e-07,0.0,4.239104317177354e-06,0.446
blend159av_wh3,w16i_schemeavg,-6.409335326251764e-06,-2.0000000000020002e-05,8.243652957892446e-06,0.196
blend159av_wh3,w16l_maskw_h3,3.5167078772380123e-06,0.0,7.15193618089215e-06,0.308
blend159av_wh3,w16n_finegrid,-6.4395533913019776e-06,-2.0000000000020002e-05,8.174460202820304e-06,0.194
blend159av_wh3,w16q_ens4avg,-2.2601996293447613e-06,-3.0000000000085514e-05,1.1485357185196806e-05,0.406
blend159av_wh3,w16t_cellens4,-2.11574154773686e-06,-3.0000000000085514e-05,1.3095321788788032e-05,0.432
blend160orig,blend160orig_h3,-4.023508721751057e-06,1.0000000000065512e-05,7.405861321182392e-06,0.296
blend160orig,blend160origm,-1.9368282753173816e-06,0.0,3.8087851792770187e-06,0.274
blend160orig,blend160origm_h3,-6.347366726666692e-06,1.0000000000065512e-05,8.555135550588835e-06,0.208
blend160orig,blendtop3,-7.15279106588973e-06,1.0000000000065512e-05,8.091856032666477e-06,0.174
blend160orig,stack_pub149_hybrid,2.399749749237845e-05,7.00000000000145e-05,2.076570200325236e-05,0.114
blend160orig,stack_pub151_fixed_rankraw,1.780569163933876e-05,3.0000000000085514e-05,2.3335671176014336e-05,0.202
blend160orig,stack_pub151_hybrid,1.801306215931664e-05,7.00000000000145e-05,1.9061523372138443e-05,0.174
blend160orig,stack_pub151_rankraw,1.9241777906242596e-05,4.0000000000040004e-05,2.185380961161266e-05,0.178
blend160orig,stack_pub86_hybrid,0.0003645072390727755,0.000260000000000038,5.894430350025932e-05,0.0
blend160orig,stack_pub88_mine_logit,0.00038236109693778886,0.0002500000000000835,6.020596073888974e-05,0.0
blend160orig,w16e_aonly,-1.2122848326190372e-05,-2.0000000000020002e-05,1.2241616433365878e-05,0.16
blend160orig,w16h_h3av6,-6.421397180211841e-06,1.0000000000065512e-05,7.854110055143116e-06,0.202
blend160orig,w16i_schemeavg,-1.3358642864225168e-05,-9.99999999995449e-06,1.1468003620394153e-05,0.118
blend160orig,w16l_maskw_h3,-3.4325996607353915e-06,1.0000000000065512e-05,1.0439884107530962e-05,0.384
blend160orig,w16n_finegrid,-1.3388860929275381e-05,-9.99999999995449e-06,1.1436668741731037e-05,0.118
blend160orig,w16q_ens4avg,-9.209507167318165e-06,-2.0000000000020002e-05,8.510562610456397e-06,0.126
blend160orig,w16t_cellens4,-9.065049085710264e-06,-2.0000000000020002e-05,1.0774852774760345e-05,0.186
blend160orig_h3,blend160origm,2.0866804464336752e-06,-1.0000000000065512e-05,8.532629784023633e-06,0.42
blend160orig_h3,blend160origm_h3,-2.3238580049156354e-06,0.0,4.907327808753873e-06,0.282
blend160orig_h3,blendtop3,-3.129282344138673e-06,0.0,4.2276754504502165e-06,0.2
blend160orig_h3,stack_pub149_hybrid,2.8021006214129507e-05,5.999999999994898e-05,1.8869401762268096e-05,0.064
blend160orig_h3,stack_pub151_fixed_rankraw,2.1829200361089818e-05,2.0000000000020002e-05,2.065996531087066e-05,0.128
blend160orig_h3,stack_pub151_hybrid,2.2036570881067696e-05,5.999999999994898e-05,1.7153101761591046e-05,0.084
blend160orig_h3,stack_pub151_rankraw,2.3265286627993653e-05,2.999999999997449e-05,1.9121186339675476e-05,0.098
blend160orig_h3,stack_pub86_hybrid,0.00036853074779452655,0.00024999999999997247,5.983083970903808e-05,0.0
blend160orig_h3,stack_pub88_mine_logit,0.0003863846056595399,0.00024000000000001798,6.265948992663501e-05,0.0
blend160orig_h3,w16e_aonly,-8.099339604439315e-06,-3.0000000000085514e-05,1.0098743304208838e-05,0.192
blend160orig_h3,w16h_h3av6,-2.397888458460784e-06,0.0,3.6487840171600867e-06,0.244
blend160orig_h3,w16i_schemeavg,-9.33513414247411e-06,-2.0000000000020002e-05,9.200629522445503e-06,0.14
blend160orig_h3,w16l_maskw_h3,5.909090610156653e-07,0.0,7.218484065869155e-06,0.438
blend160orig_h3,w16n_finegrid,-9.365352207524325e-06,-2.0000000000020002e-05,9.145483134126941e-06,0.138
blend160orig_h3,w16q_ens4avg,-5.185998445567108e-06,-3.0000000000085514e-05,1.1445536845471926e-05,0.33
blend160orig_h3,w16t_cellens4,-5.041540363959207e-06,-3.0000000000085514e-05,1.3117016751886452e-05,0.358
blend160origm,blend160origm_h3,-4.410538451349311e-06,1.0000000000065512e-05,7.453825285527663e-06,0.268
blend160origm,blendtop3,-5.215962790572348e-06,1.0000000000065512e-05,7.696223347374983e-06,0.266
blend160origm,stack_pub149_hybrid,2.593432576769583e-05,7.00000000000145e-05,2.0610647599200635e-05,0.098
blend160origm,stack_pub151_fixed_rankraw,1.9742519914656143e-05,3.0000000000085514e-05,2.2914579061057196e-05,0.176
blend160origm,stack_pub151_hybrid,1.994989043463402e-05,7.00000000000145e-05,1.901699088677424e-05,0.13
blend160origm,stack_pub151_rankraw,2.1178606181559978e-05,4.0000000000040004e-05,2.1559859171283043e-05,0.144
blend160origm,stack_pub86_hybrid,0.00036644406734809287,0.000260000000000038,5.8680171851316645e-05,0.0
blend160origm,stack_pub88_mine_logit,0.00038429792521310624,0.0002500000000000835,5.9787681414922116e-05,0.0
blend160origm,w16e_aonly,-1.018602005087299e-05,-2.0000000000020002e-05,1.215992971397044e-05,0.186
blend160origm,w16h_h3av6,-4.484568904894459e-06,1.0000000000065512e-05,7.770376043314292e-06,0.296
blend160origm,w16i_schemeavg,-1.1421814588907786e-05,-9.99999999995449e-06,1.1452803968374501e-05,0.162
blend160origm,w16l_maskw_h3,-1.49577138541801e-06,1.0000000000065512e-05,9.865104362962856e-06,0.448
blend160origm,w16n_finegrid,-1.1452032653958e-05,-9.99999999995449e-06,1.1424823763840979e-05,0.158
blend160origm,w16q_ens4avg,-7.2726788920007834e-06,-2.0000000000020002e-05,8.52960387096735e-06,0.192
blend160origm,w16t_cellens4,-7.128220810392882e-06,-2.0000000000020002e-05,1.0754172585397529e-05,0.246
blend160origm_h3,blendtop3,-8.054243392230376e-07,0.0,3.129140732810787e-06,0.394
blend160origm_h3,stack_pub149_hybrid,3.0344864219045142e-05,5.999999999994898e-05,1.8698625362173642e-05,0.05
blend160origm_h3,stack_pub151_fixed_rankraw,2.4153058366005453e-05,2.0000000000020002e-05,2.012373027421878e-05,0.1
blend160origm_h3,stack_pub151_hybrid,2.4360428885983332e-05,5.999999999994898e-05,1.7110555161253367e-05,0.07
blend160origm_h3,stack_pub151_rankraw,2.558914463290929e-05,2.999999999997449e-05,1.87784681362425e-05,0.072
blend160origm_h3,stack_pub86_hybrid,0.0003708546057994422,0.00024999999999997247,5.971794385052414e-05,0.0
blend160origm_h3,stack_pub88_mine_logit,0.00038870846366445555,0.00024000000000001798,6.233659041408155e-05,0.0
blend160origm_h3,w16e_aonly,-5.77548159952368e-06,-3.0000000000085514e-05,9.933056790317674e-06,0.278
blend160origm_h3,w16h_h3av6,-7.403045354514859e-08,0.0,3.427925288463758e-06,0.526
blend160origm_h3,w16i_schemeavg,-7.011276137558475e-06,-2.0000000000020002e-05,9.136340918639426e-06,0.218
blend160origm_h3,w16l_maskw_h3,2.9147670659313007e-06,0.0,6.073143597903935e-06,0.286
blend160origm_h3,w16n_finegrid,-7.041494202608689e-06,-2.0000000000020002e-05,9.082341612856764e-06,0.212
blend160origm_h3,w16q_ens4avg,-2.8621404406514728e-06,-3.0000000000085514e-05,1.1432541600400624e-05,0.394
blend160origm_h3,w16t_cellens4,-2.7176823590435717e-06,-3.0000000000085514e-05,1.3027580650735988e-05,0.416
blendtop3,stack_pub149_hybrid,3.115028855826818e-05,5.999999999994898e-05,1.8654369285830578e-05,0.048
blendtop3,stack_pub151_fixed_rankraw,2.495848270522849e-05,2.0000000000020002e-05,1.9843686419134877e-05,0.082
blendtop3,stack_pub151_hybrid,2.516585322520637e-05,5.999999999994898e-05,1.6914928203320602e-05,0.062
blendtop3,stack_pub151_rankraw,2.6394568972132326e-05,2.999999999997449e-05,1.853524505573144e-05,0.064
blendtop3,stack_pub86_hybrid,0.0003716600301386652,0.00024999999999997247,5.993379833753621e-05,0.0
blendtop3,stack_pub88_mine_logit,0.0003895138880036786,0.00024000000000001798,6.270213898248348e-05,0.0
blendtop3,w16e_aonly,-4.970057260300642e-06,-3.0000000000085514e-05,8.882314721220226e-06,0.292
blendtop3,w16h_h3av6,7.31393885677889e-07,0.0,1.3887803308136314e-06,0.268
blendtop3,w16i_schemeavg,-6.205851798335438e-06,-2.0000000000020002e-05,7.98671102427432e-06,0.204
blendtop3,w16l_maskw_h3,3.7201914051543383e-06,0.0,6.001417265154822e-06,0.252
blendtop3,w16n_finegrid,-6.2360698633856515e-06,-2.0000000000020002e-05,7.920198828834064e-06,0.204
blendtop3,w16q_ens4avg,-2.056716101428435e-06,-3.0000000000085514e-05,1.0632031724788372e-05,0.414
blendtop3,w16t_cellens4,-1.912258019820534e-06,-3.0000000000085514e-05,1.2336734262253487e-05,0.456
stack_pub149_hybrid,stack_pub151_fixed_rankraw,-6.191805853039689e-06,-3.999999999992898e-05,2.413615069463526e-05,0.414
stack_pub149_hybrid,stack_pub151_hybrid,-5.9844353330618105e-06,0.0,6.5760031456312124e-06,0.19
stack_pub149_hybrid,stack_pub151_rankraw,-4.755719586135854e-06,-2.999999999997449e-05,2.292326208342233e-05,0.424
stack_pub149_hybrid,stack_pub86_hybrid,0.00034050974158039704,0.00019000000000002348,5.9822131597164024e-05,0.0
stack_pub149_hybrid,stack_pub88_mine_logit,0.0003583635994454104,0.000180000000000069,6.417536682865979e-05,0.0
stack_pub149_hybrid,w16e_aonly,-3.612034581856882e-05,-9.00000000000345e-05,2.0644668174781188e-05,0.038
stack_pub149_hybrid,w16h_h3av6,-3.041889467259029e-05,-5.999999999994898e-05,1.8502295454377936e-05,0.048
stack_pub149_hybrid,w16i_schemeavg,-3.735614035660362e-05,-7.999999999996898e-05,2.0355616788306312e-05,0.032
stack_pub149_hybrid,w16l_maskw_h3,-2.743009715311384e-05,-5.999999999994898e-05,1.944860722707787e-05,0.08
stack_pub149_hybrid,w16n_finegrid,-3.738635842165383e-05,-7.999999999996898e-05,2.0313173172474133e-05,0.032
stack_pub149_hybrid,w16q_ens4avg,-3.3207004659696615e-05,-9.00000000000345e-05,2.2016654330153917e-05,0.064
stack_pub149_hybrid,w16t_cellens4,-3.3062546578088714e-05,-9.00000000000345e-05,2.2724632671099434e-05,0.068
stack_pub151_fixed_rankraw,stack_pub151_hybrid,2.073705199778786e-07,3.999999999992898e-05,2.2873861587781944e-05,0.482
stack_pub151_fixed_rankraw,stack_pub151_rankraw,1.4360862669038355e-06,9.99999999995449e-06,8.735586548028753e-06,0.402
stack_pub151_fixed_rankraw,stack_pub86_hybrid,0.00034670154743343673,0.00022999999999995246,6.260082475194198e-05,0.0
stack_pub151_fixed_rankraw,stack_pub88_mine_logit,0.0003645554052984501,0.00021999999999999797,6.531003935414053e-05,0.0
stack_pub151_fixed_rankraw,w16e_aonly,-2.9928539965529133e-05,-5.0000000000105516e-05,2.236896361152611e-05,0.074
stack_pub151_fixed_rankraw,w16h_h3av6,-2.4227088819550602e-05,-2.0000000000020002e-05,1.985213502928561e-05,0.092
stack_pub151_fixed_rankraw,w16i_schemeavg,-3.116433450356393e-05,-4.0000000000040004e-05,2.204343592739266e-05,0.07
stack_pub151_fixed_rankraw,w16l_maskw_h3,-2.1238291300074152e-05,-2.0000000000020002e-05,2.0225383096607436e-05,0.134
stack_pub151_fixed_rankraw,w16n_finegrid,-3.119455256861414e-05,-4.0000000000040004e-05,2.201485937576751e-05,0.07
stack_pub151_fixed_rankraw,w16q_ens4avg,-2.7015198806656926e-05,-5.0000000000105516e-05,2.4670742684054575e-05,0.112
stack_pub151_fixed_rankraw,w16t_cellens4,-2.6870740725049025e-05,-5.0000000000105516e-05,2.5621366139612756e-05,0.114
stack_pub151_hybrid,stack_pub151_rankraw,1.2287157469259569e-06,-2.999999999997449e-05,2.1267045058621956e-05,0.474
stack_pub151_hybrid,stack_pub86_hybrid,0.00034649417691345885,0.00019000000000002348,6.0135808773893004e-05,0.0
stack_pub151_hybrid,stack_pub88_mine_logit,0.0003643480347784722,0.000180000000000069,6.439309667609196e-05,0.0
stack_pub151_hybrid,w16e_aonly,-3.013591048550701e-05,-9.00000000000345e-05,1.8839177284412127e-05,0.042
stack_pub151_hybrid,w16h_h3av6,-2.443445933952848e-05,-5.999999999994898e-05,1.6732666635003945e-05,0.068
stack_pub151_hybrid,w16i_schemeavg,-3.137170502354181e-05,-7.999999999996898e-05,1.8510081411122585e-05,0.044
stack_pub151_hybrid,w16l_maskw_h3,-2.144566182005203e-05,-5.999999999994898e-05,1.7814320113911946e-05,0.108
stack_pub151_hybrid,w16n_finegrid,-3.140192308859202e-05,-7.999999999996898e-05,1.846953363096608e-05,0.04
stack_pub151_hybrid,w16q_ens4avg,-2.7222569326634805e-05,-9.00000000000345e-05,2.0211432999983904e-05,0.084
stack_pub151_hybrid,w16t_cellens4,-2.7078111245026903e-05,-9.00000000000345e-05,2.0998091785350666e-05,0.082
stack_pub151_rankraw,stack_pub86_hybrid,0.0003452654611665329,0.00021999999999999797,6.225630439035279e-05,0.0
stack_pub151_rankraw,stack_pub88_mine_logit,0.00036311931903154626,0.00021000000000004349,6.525585720433585e-05,0.0
stack_pub151_rankraw,w16e_aonly,-3.136462623243297e-05,-6.0000000000060005e-05,2.1050320890041684e-05,0.064
stack_pub151_rankraw,w16h_h3av6,-2.5663175086454437e-05,-2.999999999997449e-05,1.844748307189929e-05,0.064
stack_pub151_rankraw,w16i_schemeavg,-3.2600420770467764e-05,-4.999999999999449e-05,2.0751255177908187e-05,0.05
stack_pub151_rankraw,w16l_maskw_h3,-2.2674377566977988e-05,-2.999999999997449e-05,1.871221720721818e-05,0.106
stack_pub151_rankraw,w16n_finegrid,-3.263063883551798e-05,-4.999999999999449e-05,2.0712042951384563e-05,0.05
stack_pub151_rankraw,w16q_ens4avg,-2.845128507356076e-05,-6.0000000000060005e-05,2.332926032053213e-05,0.092
stack_pub151_rankraw,w16t_cellens4,-2.830682699195286e-05,-6.0000000000060005e-05,2.442809650008176e-05,0.108
stack_pub86_hybrid,stack_pub88_mine_logit,1.7853857865013367e-05,-9.99999999995449e-06,2.5309737350146656e-05,0.244
stack_pub86_hybrid,w16e_aonly,-0.00037663008739896586,-0.000280000000000058,6.137982371078602e-05,0.0
stack_pub86_hybrid,w16h_h3av6,-0.00037092863625298733,-0.00024999999999997247,5.992664863795168e-05,0.0
stack_pub86_hybrid,w16i_schemeavg,-0.00037786588193700066,-0.00026999999999999247,6.12505716072623e-05,0.0
