a,b,dcv,dlb,sd,p_reverse
blend150sx,blend160origm,-1.1196348750686091e-05,-2.0000000000020002e-05,1.1184153102391701e-05,0.118
blend150sx,blend160origm_h3,-1.5606887202035402e-05,-9.99999999995449e-06,1.3025784717830737e-05,0.09
blend150sx,blendtop3,-1.641231154125844e-05,-9.99999999995449e-06,1.2668823360288577e-05,0.076
blend150sx,stack_pub149_hybrid,1.473797701700974e-05,4.999999999999449e-05,1.7279875619945032e-05,0.192
blend150sx,stack_pub151_fixed_rankraw,8.546171163970051e-06,1.0000000000065512e-05,2.0363128096786035e-05,0.342
blend150sx,stack_pub151_hybrid,8.75354168394793e-06,4.999999999999449e-05,1.5389881126928617e-05,0.284
blend150sx,stack_pub151_rankraw,9.982257430873887e-06,2.0000000000020002e-05,1.8754883523982383e-05,0.304
blend150sx,stack_pub86_hybrid,0.0003552477185974068,0.00024000000000001798,5.907022995659571e-05,0.0
blend150sx,stack_pub88_mine_logit,0.00037310157646242015,0.0002300000000000635,6.0223012289292186e-05,0.0
blend150sx,w16e_aonly,-2.1382368801559082e-05,-4.0000000000040004e-05,1.560008133181804e-05,0.07
blend150sx,w16h_h3av6,-1.568091765558055e-05,-9.99999999995449e-06,1.2483959386079822e-05,0.088
blend150sx,w16i_schemeavg,-2.2618163339593877e-05,-2.999999999997449e-05,1.5006588470450818e-05,0.048
blend150sx,w16l_maskw_h3,-1.2692120136104101e-05,-9.99999999995449e-06,1.427108407872363e-05,0.16
blend150sx,w16n_finegrid,-2.264838140464409e-05,-2.999999999997449e-05,1.497868730533761e-05,0.048
blend150sx,w16q_ens4avg,-1.8469027642686875e-05,-4.0000000000040004e-05,1.3450112921650161e-05,0.064
blend150sx,w16t_cellens4,-1.8324569561078974e-05,-4.0000000000040004e-05,1.486661907803595e-05,0.09
blend150sx_hybrid,blend150sx_logit,6.0708321047653335e-05,-2.999999999997449e-05,3.275481975822077e-05,0.036
blend150sx_hybrid,blend150sx_rankraw,-5.765337869556575e-06,-9.99999999995449e-06,2.2688707346752565e-05,0.404
blend150sx_hybrid,blend153,-1.8237056421011033e-05,-2.999999999997449e-05,1.5634861680770746e-05,0.122
blend150sx_hybrid,blend156,-2.551316053456265e-05,-4.999999999999449e-05,1.7950546571205134e-05,0.074
blend150sx_hybrid,blend156_h3,-3.002692754972003e-05,-3.999999999992898e-05,1.55613677923175e-05,0.02
blend150sx_hybrid,blend156_rankraw,-1.998689804982856e-05,-2.999999999997449e-05,2.4006454405337895e-05,0.186
blend150sx_hybrid,blend156_rescale,-9.02329690455339e-06,-3.999999999992898e-05,2.39293135826373e-05,0.35
blend150sx_hybrid,blend156w,-3.0565778318503156e-05,-3.999999999992898e-05,1.7800804318603916e-05,0.034
blend150sx_hybrid,blend156w2,-3.0374392165466446e-05,-3.999999999992898e-05,1.7769178014062118e-05,0.038
blend150sx_hybrid,blend158,-2.7135142451339966e-05,-4.999999999999449e-05,1.8101428763083013e-05,0.062
blend150sx_hybrid,blend158_h3,-3.222741668851281e-05,-3.999999999992898e-05,1.5608432015971815e-05,0.016
blend150sx_hybrid,blend158_hybrid,-1.2241807536894633e-05,-1.999999999990898e-05,1.0965041220072227e-05,0.106
blend150sx_hybrid,blend158_logit,5.4701644609855826e-05,-4.999999999999449e-05,3.5042688085313e-05,0.064
blend150sx_hybrid,blend158_rankraw,-2.0328405317404652e-05,-2.999999999997449e-05,2.4038080451293918e-05,0.186
blend150sx_hybrid,blend158_rescale,-1.1281492145132077e-05,-3.999999999992898e-05,2.4019538602587546e-05,0.274
blend150sx_hybrid,blend159,-2.7286405306359285e-05,-4.999999999999449e-05,1.833406153584076e-05,0.068
blend150sx_hybrid,blend159_h3,-3.084499222483217e-05,-3.999999999992898e-05,1.611359585445129e-05,0.022
blend150sx_hybrid,blend159av,-2.8785195961167354e-05,-4.999999999999449e-05,1.8240492252830574e-05,0.056
blend150sx_hybrid,blend159av_h3,-3.308060130113866e-05,-3.999999999992898e-05,1.5905181083436512e-05,0.016
blend150sx_hybrid,blend159av_w,-3.208691156619814e-05,-3.999999999992898e-05,1.685148588243456e-05,0.032
blend150sx_hybrid,blend159av_wh3,-3.3165404710655544e-05,-3.999999999992898e-05,1.6613263799895175e-05,0.024
blend150sx_hybrid,blend160orig,-2.621609717268214e-05,-4.999999999999449e-05,1.8309239430497002e-05,0.072
blend150sx_hybrid,blend160orig_h3,-3.0239605894433197e-05,-3.999999999992898e-05,1.605958289524338e-05,0.028
blend150sx_hybrid,blend160origm,-2.815292544799952e-05,-4.999999999999449e-05,1.8511113818597098e-05,0.064
blend150sx_hybrid,blend160origm_h3,-3.256346389934883e-05,-3.999999999992898e-05,1.644547710145816e-05,0.02
blend150sx_hybrid,blendtop3,-3.336888823857187e-05,-3.999999999992898e-05,1.5766292904309193e-05,0.016
blend150sx_hybrid,stack_pub149_hybrid,-2.21859968030369e-06,2.0000000000020002e-05,1.2487070991301656e-05,0.408
blend150sx_hybrid,stack_pub151_fixed_rankraw,-8.410405533343379e-06,-1.999999999990898e-05,2.403772280519889e-05,0.366
blend150sx_hybrid,stack_pub151_hybrid,-8.2030350133655e-06,2.0000000000020002e-05,1.0490089960969414e-05,0.214
blend150sx_hybrid,stack_pub151_rankraw,-6.974319266439544e-06,-9.99999999995449e-06,2.28749781323006e-05,0.372
blend150sx_hybrid,stack_pub86_hybrid,0.00033829114190009335,0.00021000000000004349,6.039197870823034e-05,0.0
blend150sx_hybrid,stack_pub88_mine_logit,0.0003561449997651067,0.000200000000000089,6.531354209972591e-05,0.0
blend150sx_hybrid,w16e_aonly,-3.833894549887251e-05,-7.00000000000145e-05,1.7922646212863895e-05,0.01
blend150sx_hybrid,w16h_h3av6,-3.263749435289398e-05,-3.999999999992898e-05,1.5585797554503598e-05,0.016
blend150sx_hybrid,w16i_schemeavg,-3.957474003690731e-05,-5.999999999994898e-05,1.7430264026764164e-05,0.006
blend150sx_hybrid,w16l_maskw_h3,-2.964869683341753e-05,-3.999999999992898e-05,1.7054346461255447e-05,0.04
blend150sx_hybrid,w16n_finegrid,-3.960495810195752e-05,-5.999999999994898e-05,1.739589780017394e-05,0.004
blend150sx_hybrid,w16q_ens4avg,-3.5425604340000305e-05,-7.00000000000145e-05,1.9510784654177043e-05,0.03
blend150sx_hybrid,w16t_cellens4,-3.5281146258392404e-05,-7.00000000000145e-05,2.035003166981597e-05,0.038
blend150sx_logit,blend150sx_rankraw,-6.647365891720991e-05,2.0000000000020002e-05,3.68802564675372e-05,0.038
blend150sx_logit,blend153,-7.894537746866437e-05,0.0,2.2864308344918192e-05,0.0
blend150sx_logit,blend156,-8.622148158221599e-05,-2.0000000000020002e-05,2.4129217378275132e-05,0.0
blend150sx_logit,blend156_h3,-9.073524859737336e-05,-9.99999999995449e-06,3.0663984202963723e-05,0.0
blend150sx_logit,blend156_rankraw,-8.06952190974819e-05,0.0,3.7078252951008345e-05,0.02
blend150sx_logit,blend156_rescale,-6.973161795220673e-05,-9.99999999995449e-06,2.9522868414193203e-05,0.006
blend150sx_logit,blend156w,-9.127409936615649e-05,-9.99999999995449e-06,3.0128399686168846e-05,0.0
blend150sx_logit,blend156w2,-9.108271321311978e-05,-9.99999999995449e-06,3.0137944875911545e-05,0.0
blend150sx_logit,blend158,-8.78434634989933e-05,-2.0000000000020002e-05,2.4167718291279938e-05,0.0
blend150sx_logit,blend158_h3,-9.293573773616615e-05,-9.99999999995449e-06,3.074276388377384e-05,0.0
blend150sx_logit,blend158_hybrid,-7.295012858454797e-05,1.0000000000065512e-05,3.3596056300694624e-05,0.02
blend150sx_logit,blend158_logit,-6.006676437797509e-06,-2.0000000000020002e-05,1.1935330206362084e-05,0.29
blend150sx_logit,blend158_rankraw,-8.103672636505799e-05,0.0,3.715811766002238e-05,0.016
blend150sx_logit,blend158_rescale,-7.198981319278541e-05,-9.99999999995449e-06,2.9619436072408088e-05,0.008
blend150sx_logit,blend159,-8.799472635401262e-05,-2.0000000000020002e-05,2.437508737026081e-05,0.0
blend150sx_logit,blend159_h3,-9.15533132724855e-05,-9.99999999995449e-06,3.1064368593618754e-05,0.0
blend150sx_logit,blend159av,-8.949351700882069e-05,-2.0000000000020002e-05,2.4611160465465682e-05,0.0
blend150sx_logit,blend159av_h3,-9.378892234879199e-05,-9.99999999995449e-06,3.122197419605036e-05,0.0
blend150sx_logit,blend159av_w,-9.279523261385147e-05,-9.99999999995449e-06,3.0428066682533956e-05,0.0
blend150sx_logit,blend159av_wh3,-9.387372575830888e-05,-9.99999999995449e-06,3.1809667743120786e-05,0.0
blend150sx_logit,blend160orig,-8.692441822033548e-05,-2.0000000000020002e-05,2.4572097542718417e-05,0.0
blend150sx_logit,blend160orig_h3,-9.094792694208653e-05,-9.99999999995449e-06,3.113769606322952e-05,0.0
blend150sx_logit,blend160origm,-8.886124649565286e-05,-2.0000000000020002e-05,2.4499599446216125e-05,0.0
blend150sx_logit,blend160origm_h3,-9.327178494700217e-05,-9.99999999995449e-06,3.115627806082489e-05,0.0
blend150sx_logit,blendtop3,-9.40772092862252e-05,-9.99999999995449e-06,3.090446115273935e-05,0.0
blend150sx_logit,stack_pub149_hybrid,-6.292692072795703e-05,4.999999999999449e-05,3.393109777422676e-05,0.038
blend150sx_logit,stack_pub151_fixed_rankraw,-6.911872658099671e-05,1.0000000000065512e-05,3.75976320723063e-05,0.036
blend150sx_logit,stack_pub151_hybrid,-6.891135606101884e-05,4.999999999999449e-05,3.2735347326992245e-05,0.024
blend150sx_logit,stack_pub151_rankraw,-6.768264031409288e-05,2.0000000000020002e-05,3.6612739216155445e-05,0.042
blend150sx_logit,stack_pub86_hybrid,0.00027758282085244,0.00024000000000001798,6.169606429385102e-05,0.0
blend150sx_logit,stack_pub88_mine_logit,0.0002954366787174534,0.0002300000000000635,5.7721852993177026e-05,0.0
blend150sx_logit,w16e_aonly,-9.904726654652585e-05,-4.0000000000040004e-05,3.22113699465392e-05,0.002
blend150sx_logit,w16h_h3av6,-9.334581540054732e-05,-9.99999999995449e-06,3.0813139367518067e-05,0.0
blend150sx_logit,w16i_schemeavg,-0.00010028306108456064,-2.999999999997449e-05,3.184413083498041e-05,0.0
blend150sx_logit,w16l_maskw_h3,-9.035701788107087e-05,-9.99999999995449e-06,3.211303352551361e-05,0.002
blend150sx_logit,w16n_finegrid,-0.00010031327914961086,-2.999999999997449e-05,3.1845828892773014e-05,0.0
blend150sx_logit,w16q_ens4avg,-9.613392538765364e-05,-4.0000000000040004e-05,2.5499855509364032e-05,0.0
blend150sx_logit,w16t_cellens4,-9.598946730604574e-05,-4.0000000000040004e-05,2.651297451296479e-05,0.0
blend150sx_rankraw,blend153,-1.2471718551454458e-05,-2.0000000000020002e-05,1.9048062175031743e-05,0.23
blend150sx_rankraw,blend156,-1.9747822665006076e-05,-4.0000000000040004e-05,2.1637153060006553e-05,0.164
blend150sx_rankraw,blend156_h3,-2.4261589680163453e-05,-2.999999999997449e-05,1.8448401513225764e-05,0.064
blend150sx_rankraw,blend156_rankraw,-1.4221560180271986e-05,-2.0000000000020002e-05,1.2387790005876286e-05,0.112
blend150sx_rankraw,blend156_rescale,-3.2579590349968157e-06,-2.999999999997449e-05,2.8001747905686572e-05,0.41
blend150sx_rankraw,blend156w,-2.480044044894658e-05,-2.999999999997449e-05,1.6122129529817474e-05,0.038
blend150sx_rankraw,blend156w2,-2.460905429590987e-05,-2.999999999997449e-05,1.6217156424561327e-05,0.038
blend150sx_rankraw,blend158,-2.136980458178339e-05,-4.0000000000040004e-05,2.1988984583949158e-05,0.152
blend150sx_rankraw,blend158_h3,-2.6462078818956236e-05,-2.999999999997449e-05,1.8900449370442602e-05,0.06
blend150sx_rankraw,blend158_hybrid,-6.476469667338058e-06,-9.99999999995449e-06,2.5377938916166706e-05,0.374
blend150sx_rankraw,blend158_logit,6.04669824794124e-05,-4.0000000000040004e-05,3.8909720082672414e-05,0.07
blend150sx_rankraw,blend158_rankraw,-1.4563067447848077e-05,-2.0000000000020002e-05,1.3307707012988053e-05,0.126
blend150sx_rankraw,blend158_rescale,-5.516154275575502e-06,-2.999999999997449e-05,2.809055008809941e-05,0.396
blend150sx_rankraw,blend159,-2.152106743680271e-05,-4.0000000000040004e-05,2.189658104252072e-05,0.148
blend150sx_rankraw,blend159_h3,-2.5079654355275594e-05,-2.999999999997449e-05,1.8963954795087843e-05,0.07
blend150sx_rankraw,blend159av,-2.301985809161078e-05,-4.0000000000040004e-05,2.233601159605657e-05,0.13
blend150sx_rankraw,blend159av_h3,-2.7315263431582082e-05,-2.999999999997449e-05,1.951852682348136e-05,0.066
blend150sx_rankraw,blend159av_w,-2.6321573696641565e-05,-2.999999999997449e-05,1.8747187559911394e-05,0.066
blend150sx_rankraw,blend159av_wh3,-2.740006684109897e-05,-2.999999999997449e-05,1.8450520159097213e-05,0.056
blend150sx_rankraw,blend160orig,-2.0450759303125565e-05,-4.0000000000040004e-05,2.2283779871151906e-05,0.172
blend150sx_rankraw,blend160orig_h3,-2.4474268024876622e-05,-2.999999999997449e-05,1.94175798718199e-05,0.096
blend150sx_rankraw,blend160origm,-2.2387587578442947e-05,-4.0000000000040004e-05,2.1607961870346666e-05,0.124
blend150sx_rankraw,blend160origm_h3,-2.6798126029792257e-05,-2.999999999997449e-05,1.8569711998578e-05,0.072
blend150sx_rankraw,blendtop3,-2.7603550369015295e-05,-2.999999999997449e-05,1.8830046577668705e-05,0.058
blend150sx_rankraw,stack_pub149_hybrid,3.546738189252885e-06,2.999999999997449e-05,2.426181774578322e-05,0.444
blend150sx_rankraw,stack_pub151_fixed_rankraw,-2.6450676637868042e-06,-9.99999999995449e-06,1.219323262588707e-05,0.384
blend150sx_rankraw,stack_pub151_hybrid,-2.4376971438089257e-06,2.999999999997449e-05,2.2829674799951666e-05,0.438
blend150sx_rankraw,stack_pub151_rankraw,-1.2089813968829688e-06,0.0,9.230153368601102e-06,0.426
blend150sx_rankraw,stack_pub86_hybrid,0.0003440564797696499,0.00021999999999999797,6.243506980610815e-05,0.0
blend150sx_rankraw,stack_pub88_mine_logit,0.0003619103376346633,0.00021000000000004349,6.544410201485202e-05,0.0
blend150sx_rankraw,w16e_aonly,-3.257360762931594e-05,-6.0000000000060005e-05,2.18853180862683e-05,0.062
blend150sx_rankraw,w16h_h3av6,-2.6872156483337406e-05,-2.999999999997449e-05,1.8713965827038475e-05,0.066
blend150sx_rankraw,w16i_schemeavg,-3.380940216735073e-05,-4.999999999999449e-05,2.1546174603136074e-05,0.052
blend150sx_rankraw,w16l_maskw_h3,-2.3883358963860957e-05,-2.999999999997449e-05,1.896911591498542e-05,0.084
blend150sx_rankraw,w16n_finegrid,-3.3839620232400947e-05,-4.999999999999449e-05,2.152606597536056e-05,0.052
blend150sx_rankraw,w16q_ens4avg,-2.966026647044373e-05,-6.0000000000060005e-05,2.410116859505437e-05,0.088
blend150sx_rankraw,w16t_cellens4,-2.951580838883583e-05,-6.0000000000060005e-05,2.528503588935243e-05,0.104
blend153,blend156,-7.276104113551618e-06,-2.0000000000020002e-05,9.388476773699932e-06,0.214
blend153,blend156_h3,-1.1789871128708995e-05,-9.99999999995449e-06,1.1402825231579403e-05,0.154
blend153,blend156_rankraw,-1.7498416288175278e-06,0.0,1.9669794389262908e-05,0.476
blend153,blend156_rescale,9.213759516457642e-06,-9.99999999995449e-06,1.6015509098808234e-05,0.284
blend153,blend156w,-1.2328721897492123e-05,-9.99999999995449e-06,1.171660370082976e-05,0.166
blend153,blend156w2,-1.2137335744455413e-05,-9.99999999995449e-06,1.1685953253462838e-05,0.166
blend153,blend158,-8.898086030328933e-06,-2.0000000000020002e-05,9.88052428751684e-06,0.166
blend153,blend158_h3,-1.3990360267501778e-05,-9.99999999995449e-06,1.1806686042695812e-05,0.116
blend153,blend158_hybrid,5.9952488841164e-06,1.0000000000065512e-05,1.76052305335607e-05,0.37
blend153,blend158_logit,7.293870103086686e-05,-2.0000000000020002e-05,2.4936024097372596e-05,0.002
blend153,blend158_rankraw,-2.091348896393619e-06,0.0,1.9796939244426258e-05,0.474
blend153,blend158_rescale,6.955564275878956e-06,-9.99999999995449e-06,1.6162442001704455e-05,0.336
blend153,blend159,-9.049348885348252e-06,-2.0000000000020002e-05,1.0016308783081561e-05,0.174
blend153,blend159_h3,-1.2607935803821135e-05,-9.99999999995449e-06,1.2206481670924671e-05,0.162
blend153,blend159av,-1.054813954015632e-05,-2.0000000000020002e-05,1.0490537950011293e-05,0.152
blend153,blend159av_h3,-1.4843544880127624e-05,-9.99999999995449e-06,1.2589147240272022e-05,0.108
blend153,blend159av_w,-1.3849855145187107e-05,-9.99999999995449e-06,1.2444445680429588e-05,0.134
blend153,blend159av_wh3,-1.492834828964451e-05,-9.99999999995449e-06,1.3085503487481282e-05,0.12
blend153,blend160orig,-7.979040751671107e-06,-2.0000000000020002e-05,1.0538268143602032e-05,0.222
blend153,blend160orig_h3,-1.2002549473422164e-05,-9.99999999995449e-06,1.2605183767868458e-05,0.158
blend153,blend160origm,-9.915869026988489e-06,-2.0000000000020002e-05,1.0246281663256932e-05,0.15
blend153,blend160origm_h3,-1.43264074783378e-05,-9.99999999995449e-06,1.2356944516928282e-05,0.114
blend153,blendtop3,-1.5131831817560837e-05,-9.99999999995449e-06,1.1944246496552846e-05,0.092
blend153,stack_pub149_hybrid,1.6018456740707343e-05,4.999999999999449e-05,1.7944130171170056e-05,0.188
blend153,stack_pub151_fixed_rankraw,9.826650887667654e-06,1.0000000000065512e-05,2.0530231789944224e-05,0.306
blend153,stack_pub151_hybrid,1.0034021407645533e-05,4.999999999999449e-05,1.617431844905053e-05,0.266
blend153,stack_pub151_rankraw,1.126273715457149e-05,2.0000000000020002e-05,1.9020117667500724e-05,0.27
blend153,stack_pub86_hybrid,0.0003565281983211044,0.00024000000000001798,5.920623020762128e-05,0.0
blend153,stack_pub88_mine_logit,0.00037438205618611775,0.0002300000000000635,6.023281357104567e-05,0.0
blend153,w16e_aonly,-2.010188907786148e-05,-4.0000000000040004e-05,1.507031459992849e-05,0.08
blend153,w16h_h3av6,-1.4400437931882948e-05,-9.99999999995449e-06,1.1712945518291614e-05,0.1
blend153,w16i_schemeavg,-2.1337683615896275e-05,-2.999999999997449e-05,1.436416022712983e-05,0.06
blend153,w16l_maskw_h3,-1.1411640412406499e-05,-9.99999999995449e-06,1.360712456224193e-05,0.194
blend153,w16n_finegrid,-2.136790168094649e-05,-2.999999999997449e-05,1.4343172946523898e-05,0.056
blend153,w16q_ens4avg,-1.7188547918989272e-05,-4.0000000000040004e-05,1.2614021040219368e-05,0.072
blend153,w16t_cellens4,-1.704408983738137e-05,-4.0000000000040004e-05,1.426900304642235e-05,0.11
blend156,blend156_h3,-4.513767015157377e-06,1.0000000000065512e-05,7.324941714399403e-06,0.278
blend156,blend156_rankraw,5.52626248473409e-06,2.0000000000020002e-05,1.8033352754760872e-05,0.36
blend156,blend156_rescale,1.648986363000926e-05,1.0000000000065512e-05,1.3284461618474357e-05,0.122
blend156,blend156w,-5.052617783940505e-06,1.0000000000065512e-05,7.893313116529072e-06,0.268
blend156,blend156w2,-4.861231630903795e-06,1.0000000000065512e-05,7.86208562544984e-06,0.274
blend156,blend158,-1.6219819167773153e-06,0.0,4.244806656037652e-06,0.322
blend156,blend158_h3,-6.71425615395016e-06,1.0000000000065512e-05,8.4913678343752e-06,0.204
blend156,blend158_hybrid,1.3271352997668018e-05,3.0000000000085514e-05,1.5449252277461007e-05,0.184
blend156,blend158_logit,8.021480514441848e-05,0.0,2.2608442159065415e-05,0.0
blend156,blend158_rankraw,5.184755217157999e-06,2.0000000000020002e-05,1.836402462646324e-05,0.382
blend156,blend158_rescale,1.4231668389430574e-05,1.0000000000065512e-05,1.3754427372131285e-05,0.198
blend156,blend159,-1.7732447717966338e-06,0.0,4.526093577409395e-06,0.34
blend156,blend159_h3,-5.331831690269517e-06,1.0000000000065512e-05,8.962478086620541e-06,0.27
blend156,blend159av,-3.2720354266047025e-06,0.0,5.4005275427621666e-06,0.244
blend156,blend159av_h3,-7.567440766576006e-06,1.0000000000065512e-05,9.552200971770929e-06,0.214
blend156,blend159av_w,-6.5737510316354886e-06,1.0000000000065512e-05,9.321703176794598e-06,0.256
blend156,blend159av_wh3,-7.652244176092893e-06,1.0000000000065512e-05,1.0285740904091328e-05,0.224
blend156,blend160orig,-7.02936638119489e-07,0.0,5.570632813354176e-06,0.42
blend156,blend160orig_h3,-4.726445359870546e-06,1.0000000000065512e-05,9.573139537421824e-06,0.314
blend156,blend160origm,-2.6397649134368706e-06,0.0,5.389478651973839e-06,0.278
blend156,blend160origm_h3,-7.050303364786181e-06,1.0000000000065512e-05,9.44322374610205e-06,0.21
blend156,blendtop3,-7.855727704009219e-06,1.0000000000065512e-05,8.734558349932629e-06,0.17
blend156,stack_pub149_hybrid,2.329456085425896e-05,7.00000000000145e-05,2.0420665379765955e-05,0.116
blend156,stack_pub151_fixed_rankraw,1.7102755001219272e-05,3.0000000000085514e-05,2.2785105341234887e-05,0.208
blend156,stack_pub151_hybrid,1.731012552119715e-05,7.00000000000145e-05,1.8677528998453648e-05,0.17
blend156,stack_pub151_rankraw,1.8538841268123107e-05,4.0000000000040004e-05,2.136008461007153e-05,0.182
blend156,stack_pub86_hybrid,0.000363804302434656,0.000260000000000038,5.908896820143597e-05,0.0
blend156,stack_pub88_mine_logit,0.00038165816029966937,0.0002500000000000835,6.025355585298613e-05,0.0
blend156,w16e_aonly,-1.2825784964309861e-05,-2.0000000000020002e-05,1.2641747702154994e-05,0.15
blend156,w16h_h3av6,-7.12433381833133e-06,1.0000000000065512e-05,8.287056719521587e-06,0.188
blend156,w16i_schemeavg,-1.4061579502344657e-05,-9.99999999995449e-06,1.1952688538611585e-05,0.106
blend156,w16l_maskw_h3,-4.1355362988548805e-06,1.0000000000065512e-05,1.1015767623153066e-05,0.344
blend156,w16n_finegrid,-1.409179756739487e-05,-9.99999999995449e-06,1.1911250019058886e-05,0.104
blend156,w16q_ens4avg,-9.912443805437654e-06,-2.0000000000020002e-05,9.091449226103798e-06,0.116
blend156,w16t_cellens4,-9.767985723829753e-06,-2.0000000000020002e-05,1.1091047402931953e-05,0.178
blend156_h3,blend156_rankraw,1.0040029499891467e-05,9.99999999995449e-06,1.4500246782937513e-05,0.22
blend156_h3,blend156_rescale,2.1003630645166638e-05,0.0,1.3890312385387244e-05,0.082
blend156_h3,blend156w,-5.388507687831279e-07,0.0,4.6834893301126225e-06,0.484
blend156_h3,blend156w2,-3.4746461574641785e-07,0.0,4.607007849352356e-06,0.492
blend156_h3,blend158,2.891785098380062e-06,-1.0000000000065512e-05,8.571809572545218e-06,0.396
blend156_h3,blend158_h3,-2.2004891387927827e-06,0.0,4.619070822507126e-06,0.302
blend156_h3,blend158_hybrid,1.7785120012825395e-05,2.0000000000020002e-05,1.336439988804512e-05,0.112
blend156_h3,blend158_logit,8.472857215957585e-05,-1.0000000000065512e-05,2.974820579288531e-05,0.004
blend156_h3,blend158_rankraw,9.698522232315376e-06,9.99999999995449e-06,1.5017079479949852e-05,0.23
blend156_h3,blend158_rescale,1.874543540458795e-05,0.0,1.4362864994013788e-05,0.116
blend156_h3,blend159,2.7405222433607435e-06,-1.0000000000065512e-05,8.56994484596918e-06,0.402
blend156_h3,blend159_h3,-8.180646751121401e-07,0.0,5.172571567626653e-06,0.432
blend156_h3,blend159av,1.2417315885526747e-06,-1.0000000000065512e-05,9.010543535736236e-06,0.462
blend156_h3,blend159av_h3,-3.0536737514186285e-06,0.0,6.080218562955888e-06,0.288
blend156_h3,blend159av_w,-2.0599840164781114e-06,0.0,6.931362737798995e-06,0.37
blend156_h3,blend159av_wh3,-3.1384771609355155e-06,0.0,6.621381091395062e-06,0.302
blend156_h3,blend160orig,3.810830377037888e-06,-1.0000000000065512e-05,9.160459092776196e-06,0.334
blend156_h3,blend160orig_h3,-2.126783447131686e-07,0.0,6.195055206676019e-06,0.47
blend156_h3,blend160origm,1.8740021017205066e-06,-1.0000000000065512e-05,9.004266536224148e-06,0.448
blend156_h3,blend160origm_h3,-2.536536349628804e-06,0.0,5.913869642803858e-06,0.308
blend156_h3,blendtop3,-3.3419606888518416e-06,0.0,4.846418036848938e-06,0.216
blend156_h3,stack_pub149_hybrid,2.7808327869416338e-05,5.999999999994898e-05,1.8454596732763575e-05,0.06
blend156_h3,stack_pub151_fixed_rankraw,2.161652201637665e-05,2.0000000000020002e-05,1.9856685102904096e-05,0.114
blend156_h3,stack_pub151_hybrid,2.1823892536354528e-05,5.999999999994898e-05,1.664614630948464e-05,0.092
blend156_h3,stack_pub151_rankraw,2.3052608283280485e-05,2.999999999997449e-05,1.8281159934268862e-05,0.092
blend156_h3,stack_pub86_hybrid,0.0003683180694498134,0.00024999999999997247,5.997492060320425e-05,0.0
blend156_h3,stack_pub88_mine_logit,0.00038617192731482675,0.00024000000000001798,6.268784297784941e-05,0.0
blend156_h3,w16e_aonly,-8.312017949152484e-06,-3.0000000000085514e-05,1.0323065819492168e-05,0.182
blend156_h3,w16h_h3av6,-2.6105668031739526e-06,0.0,3.945313273519372e-06,0.23
blend156_h3,w16i_schemeavg,-9.54781248718728e-06,-2.0000000000020002e-05,9.538579724513333e-06,0.124
blend156_h3,w16l_maskw_h3,3.782307163024967e-07,0.0,7.659636065091025e-06,0.468
blend156_h3,w16n_finegrid,-9.578030552237493e-06,-2.0000000000020002e-05,9.472548707037865e-06,0.124
blend156_h3,w16q_ens4avg,-5.398676790280277e-06,-3.0000000000085514e-05,1.1636940958497477e-05,0.314
blend156_h3,w16t_cellens4,-5.254218708672376e-06,-3.0000000000085514e-05,1.3120515794464035e-05,0.326
blend156_rankraw,blend156_rescale,1.096360114527517e-05,-9.99999999995449e-06,2.5648125540502587e-05,0.342
blend156_rankraw,blend156w,-1.0578880268674595e-05,-9.99999999995449e-06,1.0886855710492606e-05,0.14
blend156_rankraw,blend156w2,-1.0387494115637885e-05,-9.99999999995449e-06,1.1034865930527122e-05,0.144
blend156_rankraw,blend158,-7.1482444015114055e-06,-2.0000000000020002e-05,1.8500080121330603e-05,0.318
blend156_rankraw,blend158_h3,-1.224051863868425e-05,-9.99999999995449e-06,1.5133855851085496e-05,0.192
blend156_rankraw,blend158_hybrid,7.745090512933928e-06,1.0000000000065512e-05,2.2985245223185058e-05,0.372
blend156_rankraw,blend158_logit,7.468854265968439e-05,-2.0000000000020002e-05,3.6596352210049e-05,0.026
blend156_rankraw,blend158_rankraw,-3.4150726757609107e-07,0.0,6.029243601716465e-06,0.476
blend156_rankraw,blend158_rescale,8.705405904696484e-06,-9.99999999995449e-06,2.5732867385376967e-05,0.386
blend156_rankraw,blend159,-7.299507256530724e-06,-2.0000000000020002e-05,1.8368435450805833e-05,0.322
blend156_rankraw,blend159_h3,-1.0858094175003608e-05,-9.99999999995449e-06,1.5198258121520375e-05,0.204
blend156_rankraw,blend159av,-8.798297911338793e-06,-2.0000000000020002e-05,1.8663179896288273e-05,0.296
blend156_rankraw,blend159av_h3,-1.3093703251310096e-05,-9.99999999995449e-06,1.5570828003112944e-05,0.184
blend156_rankraw,blend159av_w,-1.2100013516369579e-05,-9.99999999995449e-06,1.4325181440943471e-05,0.18
blend156_rankraw,blend159av_wh3,-1.3178506660826983e-05,-9.99999999995449e-06,1.4066892091375828e-05,0.154
blend156_rankraw,blend160orig,-6.229199122853579e-06,-2.0000000000020002e-05,1.894897518888676e-05,0.362
blend156_rankraw,blend160orig_h3,-1.0252707844604636e-05,-9.99999999995449e-06,1.6009002641915202e-05,0.236
blend156_rankraw,blend160origm,-8.16602739817096e-06,-2.0000000000020002e-05,1.8554800183734003e-05,0.298
blend156_rankraw,blend160origm_h3,-1.2576565849520271e-05,-9.99999999995449e-06,1.55089922117709e-05,0.19
