order,file,member,role,oof_auc,n_distinct,md5,es_mechanism,offset_line,pred_H0,pred_H1,pred_lb,sep_steps,lb,shortfall
1,w37_cal_mkt_realmlp.csv,mkt_realmlp,CLEAN-ANCHOR,0.958133734907274,281845,fd8e31f6e49f8ef0efbb3d7af3b12d15,none -- max_epochs=512 reached on all 5 folds,0.0031558955641131,0.9612896304713872,0.9610166826590424,0.9612896304713872,27.294781234460384,0.96285,-0.001560369528612826
2,w37_cal_om_xgb2.csv,om_xgb2,DIRTY,0.9687331699655732,225424,a5099f43fb2c20a45a69bf10002d7b47,XGB early stopping on the scored fold,0.0013041412513986,0.9700373112169718,0.9697643634046272,0.9697643634046272,27.294781234460384,0.96993,0.00010731121697182822
3,w37_cal_omid_tabm.csv,omid_tabm,DIRTY,0.967507719941522,225330,d23e3d5d4e3b7fea076085654e992f66,NN 'New best epoch!' + 'Restoring best model' per fold,0.0015182311868122,0.9690259511283342,0.9687530033159896,0.9687530033159896,27.294781234460384,0.96949,-0.0004640488716657343
4,w37_cal_dm_cat.csv,dm_cat,DIRTY,0.96670012544794,225157,f6bc79f01587a9e953b30c64ea70e87d,CatBoost od_type + best-iteration on the scored fold,0.0016593204597961,0.968359445907736,0.9680864980953916,0.9680864980953916,27.294781234460384,0.96813,0.00022944590773599227
7,w37_cal_ram_hgb.csv,ram_hgb,CLEAN-AUDIT,0.9680258266201603,296302,1d6f119ef18dcdbd133afed6c0551650,none -- audits the title-LB the whole line rests on,0.0014277163366021,0.9694535429567624,0.969180595144418,0.9694535429567624,27.294781234460384,0.96945,3.542956762414562e-06
