arm,std,tol,n_iter,secs,fit_logloss,hold_auc,wnorm,wnorm_std
std0_tol1e-4,False,0.0001,686,124.5,0.20031779977068812,0.9703668630916813,0.6323488892500355,3.1480355637276696
std1_tol1e-4,True,0.0001,65,11.3,0.20038475292704896,0.9703699239648432,0.5359655468674664,2.6793678494603084
std0_tol1e-7,False,1e-07,8000,1581.7,0.20031229024306926,0.9703698321183507,0.9642921654737417,4.872951324249668
std1_tol1e-7,True,1e-07,1376,438.1,0.20031390055623396,0.9703696255906027,0.6506487717633394,3.1873788122309565
