rep,unstd,std,D6
0,0.9703756302453347,0.9703803791149445,4.748869609771944
1,0.9698591880746473,0.9698705117069133,11.32363226596933
2,0.9703316833478862,0.9703378036987524,6.120350866223312
3,0.9698694279436746,0.9698652858444698,-4.1420992047402905
4,0.9701627237329019,0.9701606361280962,-2.0876048056894803
