rep,base,all22,note,cat,nn,logreg,redundant
0,0.9701182730612037,0.9701767109662036,0.9701586477269297,0.9701648861659322,0.9701184142100726,0.9701206045141322,0.9701244230436674
1,0.970298569124237,0.9703451189413363,0.9703176595391871,0.9703540474902289,0.9703112051347023,0.970305801491598,0.9703115259571096
2,0.9704271628884271,0.9704840757198858,0.9704653437589221,0.9704708055746836,0.9704283183443525,0.9704292719618608,0.9704401068932749
