day,n,dist,bias,sd
2026-08-14,3,-1.666998629912264,-3.9779214582328373,13.449930686007301
2026-08-15,5,-3.7408401626359833,1.6885610029334202,2.737384161993919
2026-08-16,8,1.222072085679815,1.9166799490631092,9.094657179216345
2026-08-17,9,17.070074723513073,11.349968170139213,15.509962201394863
2026-08-18,9,-10.339727076301585,-9.095000666048792,18.603487639482218
2026-08-19,8,-67.86694323591969,3.0915392428287305,2.947751308600605
2026-08-20,10,-20.516337832288123,0.11055773688713089,9.533709211700137
