a,b,dcv,dlb,sd,p_reverse,ga,gb,same,r,sd_pred,z
blend150sx,w16t_cellens4,-1.832456956107897e-05,-4.000000000004e-05,1.486661907803595e-05,0.09,ens4,ens4+corr,False,-2.1675430438961026e-05,1.541697212419122e-05,-1.4059460096544818
blend150sx_hybrid,blend150sx_logit,6.0708321047653335e-05,-2.999999999997449e-05,3.275481975822077e-05,0.036,hybrid,logit,False,-9.070832104762783e-05,3.300825478664688e-05,-2.748049590441324
blend150sx_hybrid,blend150sx_rankraw,-5.765337869556575e-06,-9.99999999995449e-06,2.2688707346752565e-05,0.404,hybrid,rankraw,False,-4.234662130397915e-06,2.3053071546612843e-05,-0.1836918833933046
blend150sx_hybrid,blend153,-1.8237056421011036e-05,-2.999999999997449e-05,1.5634861680770746e-05,0.122,hybrid,ens4,False,-1.1762943578963455e-05,1.6159070717200913e-05,-0.727946785110737
blend150sx_hybrid,blend156,-2.551316053456265e-05,-4.999999999999449e-05,1.7950546571205134e-05,0.074,hybrid,ens4,False,-2.4486839465431842e-05,1.8408932312105204e-05,-1.330160763822787
blend150sx_hybrid,blend156_h3,-3.002692754972003e-05,-3.999999999992898e-05,1.55613677923175e-05,0.02,hybrid,h3,False,-9.973072450208953e-06,1.6087971725312148e-05,-0.6199086261767687
blend150sx_hybrid,blend156_rankraw,-1.998689804982856e-05,-2.999999999997449e-05,2.4006454405337892e-05,0.186,hybrid,rankraw,False,-1.001310195014593e-05,2.4351109210511004e-05,-0.41119695466783246
blend150sx_hybrid,blend156_rescale,-9.02329690455339e-06,-3.999999999992898e-05,2.39293135826373e-05,0.35,hybrid,rescale,False,-3.097670309537559e-05,2.4275063649820915e-05,-1.2760709319748422
blend150sx_hybrid,blend156w,-3.056577831850316e-05,-3.999999999992898e-05,1.7800804318603916e-05,0.034,hybrid,w,False,-9.434221681425818e-06,1.8262948859806142e-05,-0.5165771285813019
blend150sx_hybrid,blend156w2,-3.037439216546645e-05,-3.999999999992898e-05,1.7769178014062118e-05,0.038,hybrid,w2,False,-9.625607834462532e-06,1.8232124230656592e-05,-0.5279476879757903
blend150sx_hybrid,blend158,-2.7135142451339966e-05,-4.999999999999449e-05,1.8101428763083013e-05,0.062,hybrid,ens4,False,-2.2864857548654527e-05,1.8556087678485345e-05,-1.2322024957429436
blend150sx_hybrid,blend158_h3,-3.222741668851281e-05,-3.999999999992898e-05,1.5608432015971815e-05,0.016,hybrid,h3,False,-7.77258331141617e-06,1.6133499826878254e-05,-0.481766721097125
blend150sx_hybrid,blend158_hybrid,-1.2241807536894632e-05,-1.999999999990898e-05,1.0965041220072227e-05,0.106,hybrid,hybrid,True,-7.758192463014348e-06,1.170037587535331e-05,-0.6630720709884953
blend150sx_hybrid,blend158_logit,5.470164460985583e-05,-4.999999999999449e-05,3.5042688085313e-05,0.064,hybrid,logit,False,-0.00010470164460985032,3.52796918199579e-05,-2.967759614913078
blend150sx_hybrid,blend158_rankraw,-2.032840531740465e-05,-2.999999999997449e-05,2.403808045129392e-05,0.186,hybrid,rankraw,False,-9.671594682569843e-06,2.4382288211928462e-05,-0.39666476741252865
blend150sx_hybrid,blend158_rescale,-1.1281492145132075e-05,-3.999999999992898e-05,2.4019538602587543e-05,0.274,hybrid,rescale,False,-2.8718507854796904e-05,2.43640083185805e-05,-1.1787267299894808
blend150sx_hybrid,blend159,-2.7286405306359285e-05,-4.999999999999449e-05,1.833406153584076e-05,0.068,hybrid,ens4,False,-2.271359469363521e-05,1.8783090242733282e-05,-1.2092576035204081
blend150sx_hybrid,blend159_h3,-3.084499222483217e-05,-3.999999999992898e-05,1.611359585445129e-05,0.022,hybrid,h3,False,-9.155007775096813e-06,1.6622714520416227e-05,-0.550752872754478
blend150sx_hybrid,blend159av,-2.8785195961167357e-05,-4.999999999999449e-05,1.824049225283057e-05,0.056,hybrid,ens4,False,-2.1214804038827136e-05,1.8691768891473024e-05,-1.134981079747091
blend150sx_hybrid,blend159av_h3,-3.308060130113866e-05,-3.999999999992898e-05,1.5905181083436512e-05,0.016,hybrid,h3,False,-6.9193986987903244e-06,1.6420762831353886e-05,-0.4213810752797909
blend150sx_hybrid,blend159av_w,-3.208691156619814e-05,-3.999999999992898e-05,1.685148588243456e-05,0.032,hybrid,w,False,-7.913088433730842e-06,1.7338951615151302e-05,-0.4563764066805599
blend150sx_hybrid,blend159av_wh3,-3.3165404710655544e-05,-3.999999999992898e-05,1.6613263799895175e-05,0.024,hybrid,wh3,False,-6.834595289273437e-06,1.7107518836803138e-05,-0.39950827203359723
blend150sx_hybrid,blend160orig,-2.621609717268214e-05,-4.999999999999449e-05,1.8309239430497e-05,0.072,hybrid,ens4,False,-2.3783902827312353e-05,1.8758862310650204e-05,-1.2678755477515937
blend150sx_hybrid,blend160orig_h3,-3.02396058944332e-05,-3.999999999992898e-05,1.605958289524338e-05,0.028,hybrid,h3,False,-9.760394105495781e-06,1.657036117397145e-05,-0.5890272398423824
blend150sx_hybrid,blend160origm,-2.815292544799952e-05,-4.999999999999449e-05,1.8511113818597094e-05,0.064,hybrid,ens4,False,-2.184707455199497e-05,1.895594897312511e-05,-1.152518113599523
blend150sx_hybrid,blend160origm_h3,-3.256346389934883e-05,-3.999999999992898e-05,1.644547710145816e-05,0.02,hybrid,h3,False,-7.436536100580149e-06,1.6944626987964395e-05,-0.4388728123588822
blend150sx_hybrid,blendtop3,-3.336888823857187e-05,-3.999999999992898e-05,1.5766292904309193e-05,0.016,hybrid,h3,False,-6.631111761357111e-06,1.6286272090663876e-05,-0.4071595835095008
blend150sx_hybrid,stack_pub149_hybrid,-2.21859968030369e-06,2.000000000002e-05,1.2487070991301656e-05,0.408,hybrid,hybrid,True,2.221859968032369e-05,1.3137488672058827e-05,1.6912364482246
blend150sx_hybrid,stack_pub151_fixed_rankraw,-8.410405533343379e-06,-1.999999999990898e-05,2.403772280519889e-05,0.366,hybrid,rankraw,False,-1.15895944665656e-05,2.4381935614840867e-05,-0.47533529124370305
blend150sx_hybrid,stack_pub151_hybrid,-8.2030350133655e-06,2.000000000002e-05,1.0490089960969414e-05,0.214,hybrid,hybrid,True,2.82030350133855e-05,1.1256493861584874e-05,2.5054901961643865
blend150sx_hybrid,stack_pub151_rankraw,-6.974319266439544e-06,-9.99999999995449e-06,2.28749781323006e-05,0.372,hybrid,rankraw,False,-3.025680733514946e-06,2.323642165265335e-05,-0.13021285199347576
blend150sx_hybrid,stack_pub86_hybrid,0.0003382911419,0.00021,6.039197870823034e-05,0.0,hybrid,hybrid,True,-0.0001282911419,6.052980884623719e-05,-2.1194704616678326
blend150sx_hybrid,stack_pub88_mine_logit,0.0003561449997651,0.0002,6.531354209972591e-05,0.0,hybrid,logit,False,-0.00015614499976509999,6.544100739046836e-05,-2.386042116274678
blend150sx_hybrid,w16e_aonly,-3.833894549887251e-05,-7.00000000000145e-05,1.7922646212863895e-05,0.01,hybrid,h3+corr,False,-3.166105450114198e-05,1.8381727719073395e-05,-1.7224199479513336
blend150sx_hybrid,w16h_h3av6,-3.263749435289398e-05,-3.999999999992898e-05,1.5585797554503598e-05,0.016,hybrid,h3+corr,False,-7.362505647035e-06,1.6111603026286273e-05,-0.45696915663965804
blend150sx_hybrid,w16i_schemeavg,-3.957474003690731e-05,-5.999999999994898e-05,1.7430264026764164e-05,0.006,hybrid,h3+corr,False,-2.0425259963041675e-05,1.7901976726310857e-05,-1.1409499786145014
blend150sx_hybrid,w16l_maskw_h3,-2.964869683341753e-05,-3.999999999992898e-05,1.7054346461255447e-05,0.04,hybrid,h3+corr,False,-1.035130316651145e-05,1.7536174037891015e-05,-0.5902828715171868
blend150sx_hybrid,w16n_finegrid,-3.960495810195752e-05,-5.999999999994898e-05,1.739589780017394e-05,0.004,hybrid,h3+corr,False,-2.039504189799146e-05,1.786851776003715e-05,-1.1413952836986216
blend150sx_hybrid,w16q_ens4avg,-3.5425604340000305e-05,-7.00000000000145e-05,1.9510784654177043e-05,0.03,hybrid,ens4+corr,False,-3.457439566001419e-05,1.993332346821114e-05,-1.7345023129310093
blend150sx_hybrid,w16t_cellens4,-3.5281146258392404e-05,-7.00000000000145e-05,2.035003166981597e-05,0.038,hybrid,ens4+corr,False,-3.471885374162209e-05,2.0755492179882886e-05,-1.6727550202482355
blend150sx_logit,blend150sx_rankraw,-6.647365891720991e-05,2.000000000002e-05,3.68802564675372e-05,0.038,logit,rankraw,False,8.647365891722991e-05,3.7105524976450425e-05,2.3304793281354113
blend150sx_logit,blend153,-7.894537746866437e-05,0.0,2.2864308344918192e-05,0.0,logit,ens4,False,7.894537746866437e-05,2.322591790991612e-05,3.399020773898424
blend150sx_logit,blend156,-8.622148158221599e-05,-2.000000000002e-05,2.412921737827513e-05,0.0,logit,ens4,False,6.622148158219598e-05,2.447214330529145e-05,2.705994352684154
blend150sx_logit,blend156_h3,-9.073524859737336e-05,-9.99999999995449e-06,3.0663984202963723e-05,0.0,logit,h3,False,8.073524859741887e-05,3.093455339690999e-05,2.609872771122127
blend150sx_logit,blend156_rankraw,-8.06952190974819e-05,0.0,3.7078252951008345e-05,0.02,logit,rankraw,False,8.06952190974819e-05,3.730232577957607e-05,2.1632758121925066
blend150sx_logit,blend156_rescale,-6.973161795220673e-05,-9.99999999995449e-06,2.9522868414193203e-05,0.006,logit,rescale,False,5.9731617952252236e-05,2.9803798852972307e-05,2.0041612227662466
blend150sx_logit,blend156w,-9.127409936615648e-05,-9.99999999995449e-06,3.012839968616885e-05,0.0,logit,w,False,8.127409936620199e-05,3.0403735532269813e-05,2.6731616343636313
blend150sx_logit,blend156w2,-9.108271321311978e-05,-9.99999999995449e-06,3.0137944875911545e-05,0.0,logit,w2,False,8.108271321316529e-05,3.041319430790113e-05,2.6660373912812108
blend150sx_logit,blend158,-8.78434634989933e-05,-2.000000000002e-05,2.4167718291279934e-05,0.0,logit,ens4,False,6.78434634989733e-05,2.451010555002433e-05,2.7679792467848414
blend150sx_logit,blend158_h3,-9.293573773616616e-05,-9.99999999995449e-06,3.074276388377384e-05,0.0,logit,h3,False,8.293573773621167e-05,3.10126457736217e-05,2.6742554744153426
blend150sx_logit,blend158_hybrid,-7.295012858454797e-05,1.0000000000065512e-05,3.3596056300694624e-05,0.02,logit,hybrid,False,8.295012858461348e-05,3.384319230844085e-05,2.451013717282363
blend150sx_logit,blend158_logit,-6.006676437797509e-06,-2.000000000002e-05,1.1935330206362084e-05,0.29,logit,logit,True,-1.399332356222249e-05,1.2614229021290437e-05,-1.109328484412674
blend150sx_logit,blend158_rankraw,-8.103672636505799e-05,0.0,3.715811766002238e-05,0.016,logit,rankraw,False,8.103672636505799e-05,3.738171176795859e-05,2.167817430835736
blend150sx_logit,blend158_rescale,-7.198981319278541e-05,-9.99999999995449e-06,2.9619436072408088e-05,0.008,logit,rescale,False,6.198981319283092e-05,2.9899459190997688e-05,2.073275399292011
blend150sx_logit,blend159,-8.799472635401262e-05,-2.000000000002e-05,2.437508737026081e-05,0.0,logit,ens4,False,6.799472635399262e-05,2.4714601978881125e-05,2.751196495581632
blend150sx_logit,blend159_h3,-9.15533132724855e-05,-9.99999999995449e-06,3.1064368593618754e-05,0.0,logit,h3,False,8.155331327253101e-05,3.133148037975343e-05,2.6029192455659134
blend150sx_logit,blend159av,-8.949351700882069e-05,-2.000000000002e-05,2.461116046546568e-05,0.0,logit,ens4,False,6.949351700880069e-05,2.4947462518732593e-05,2.7855946053278675
blend150sx_logit,blend159av_h3,-9.3788922348792e-05,-9.99999999995449e-06,3.122197419605036e-05,0.0,logit,h3,False,8.378892234883752e-05,3.1487749036180735e-05,2.66100070387885
blend150sx_logit,blend159av_w,-9.279523261385147e-05,-9.99999999995449e-06,3.042806668253396e-05,0.0,logit,w,False,8.279523261389699e-05,3.070071511713367e-05,2.696850294789715
blend150sx_logit,blend159av_wh3,-9.387372575830888e-05,-9.99999999995449e-06,3.1809667743120786e-05,0.0,logit,wh3,False,8.387372575835439e-05,3.207057262654357e-05,2.6152861919570265
blend150sx_logit,blend160orig,-8.692441822033548e-05,-2.000000000002e-05,2.4572097542718417e-05,0.0,logit,ens4,False,6.692441822031547e-05,2.4908927000485894e-05,2.6867643965157546
blend150sx_logit,blend160orig_h3,-9.094792694208652e-05,-9.99999999995449e-06,3.113769606322952e-05,0.0,logit,h3,False,8.094792694213203e-05,3.1404184160597545e-05,2.5776159803474985
blend150sx_logit,blend160origm,-8.886124649565286e-05,-2.000000000002e-05,2.4499599446216125e-05,0.0,logit,ens4,False,6.886124649563286e-05,2.4837412097311993e-05,2.7724807329297123
blend150sx_logit,blend160origm_h3,-9.327178494700215e-05,-9.99999999995449e-06,3.115627806082489e-05,0.0,logit,h3,False,8.327178494704766e-05,3.142260856883313e-05,2.6500595825657114
blend150sx_logit,blendtop3,-9.40772092862252e-05,-9.99999999995449e-06,3.090446115273935e-05,0.0,logit,h3,False,8.407720928627072e-05,3.117294316884182e-05,2.6971213090430326
blend150sx_logit,stack_pub149_hybrid,-6.292692072795703e-05,4.999999999999449e-05,3.393109777422676e-05,0.038,logit,hybrid,False,0.00011292692072795152,3.417581107787792e-05,3.304293802146202
blend150sx_logit,stack_pub151_fixed_rankraw,-6.911872658099671e-05,1.0000000000065512e-05,3.75976320723063e-05,0.036,logit,rankraw,False,7.911872658106223e-05,3.7818627739662656e-05,2.0920570446316242
blend150sx_logit,stack_pub151_hybrid,-6.891135606101884e-05,4.999999999999449e-05,3.2735347326992245e-05,0.024,logit,hybrid,False,0.00011891135606101333,3.298893195126943e-05,3.6045833868361283
blend150sx_logit,stack_pub151_rankraw,-6.768264031409288e-05,2.000000000002e-05,3.6612739216155445e-05,0.042,logit,rankraw,False,8.768264031411288e-05,3.6839643586452805e-05,2.380116412047938
blend150sx_logit,stack_pub86_hybrid,0.0002775828208524,0.00024,6.169606429385102e-05,0.0,logit,hybrid,False,-3.75828208524e-05,6.183098750640867e-05,-0.6078314833400422
blend150sx_logit,stack_pub88_mine_logit,0.0002954366787174,0.00023,5.772185299317703e-05,0.0,logit,logit,True,-6.543667871739998e-05,5.7866043407447576e-05,-1.1308303603314622
blend150sx_logit,w16e_aonly,-9.904726654652583e-05,-4.000000000004e-05,3.22113699465392e-05,0.002,logit,h3+corr,False,5.904726654648584e-05,3.246904711412818e-05,1.8185709712679783
blend150sx_logit,w16h_h3av6,-9.334581540054732e-05,-9.99999999995449e-06,3.0813139367518067e-05,0.0,logit,h3+corr,False,8.334581540059283e-05,3.1082410208166905e-05,2.6814463499582057
blend150sx_logit,w16i_schemeavg,-0.0001002830610845,-2.999999999997449e-05,3.184413083498041e-05,0.0,logit,h3+corr,False,7.02830610845255e-05,3.210475564931178e-05,2.1891791313487894
blend150sx_logit,w16l_maskw_h3,-9.035701788107088e-05,-9.99999999995449e-06,3.211303352551361e-05,0.002,logit,h3+corr,False,8.035701788111639e-05,3.237149346071985e-05,2.482338912741948
blend150sx_logit,w16n_finegrid,-0.0001003132791496,-2.999999999997449e-05,3.1845828892773014e-05,0.0,logit,h3+corr,False,7.031327914962551e-05,3.210643992308152e-05,2.1900054729854013
blend150sx_logit,w16q_ens4avg,-9.613392538765364e-05,-4.000000000004e-05,2.5499855509364032e-05,0.0,logit,ens4+corr,False,5.6133925387613644e-05,2.582458707637181e-05,2.17366206946919
blend150sx_logit,w16t_cellens4,-9.598946730604574e-05,-4.000000000004e-05,2.651297451296479e-05,0.0,logit,ens4+corr,False,5.598946730600574e-05,2.6825444715638682e-05,2.087177599458958
blend150sx_rankraw,blend153,-1.2471718551454458e-05,-2.000000000002e-05,1.9048062175031743e-05,0.23,rankraw,ens4,False,-7.52828144856554e-06,1.9480640115010124e-05,-0.3864493879112775
blend150sx_rankraw,blend156,-1.974782266500608e-05,-4.000000000004e-05,2.1637153060006557e-05,0.164,rankraw,ens4,False,-2.0252177335033917e-05,2.2018925023915628e-05,-0.9197623096058152
blend150sx_rankraw,blend156_h3,-2.4261589680163453e-05,-2.999999999997449e-05,1.8448401513225764e-05,0.064,rankraw,h3,False,-5.738410319811038e-06,1.8894713151034004e-05,-0.30370454814218795
blend150sx_rankraw,blend156_rankraw,-1.4221560180271986e-05,-2.000000000002e-05,1.2387790005876286e-05,0.112,rankraw,rankraw,True,-5.778439819748012e-06,1.3043159429231671e-05,-0.44302454869927177
blend150sx_rankraw,blend156_rescale,-3.257959034996816e-06,-2.999999999997449e-05,2.800174790568657e-05,0.41,rankraw,rescale,False,-2.6742040964977676e-05,2.8297783525221348e-05,-0.9450224587781915
blend150sx_rankraw,blend156w,-2.480044044894658e-05,-2.999999999997449e-05,1.6122129529817474e-05,0.038,rankraw,w,False,-5.19955955102791e-06,1.6630986959374336e-05,-0.3126428734343448
blend150sx_rankraw,blend156w2,-2.460905429590987e-05,-2.999999999997449e-05,1.6217156424561327e-05,0.038,rankraw,w2,False,-5.39094570406462e-06,1.6723122590155145e-05,-0.3223647781687766
blend150sx_rankraw,blend158,-2.136980458178339e-05,-4.000000000004e-05,2.198898458394916e-05,0.152,rankraw,ens4,False,-1.8630195418256605e-05,2.2364751500962863e-05,-0.8330159813067686
blend150sx_rankraw,blend158_h3,-2.646207881895624e-05,-2.999999999997449e-05,1.89004493704426e-05,0.06,rankraw,h3,False,-3.537921181018252e-06,1.933632987594416e-05,-0.1829675643576856
blend150sx_rankraw,blend158_hybrid,-6.476469667338058e-06,-9.99999999995449e-06,2.5377938916166703e-05,0.374,rankraw,hybrid,False,-3.5235303326164313e-06,2.5704210750368413e-05,-0.13707988807109858
blend150sx_rankraw,blend158_logit,6.04669824794124e-05,-4.000000000004e-05,3.8909720082672414e-05,0.07,rankraw,logit,False,-0.0001004669824794524,3.912330486524097e-05,-2.5679574572114463
blend150sx_rankraw,blend158_rankraw,-1.4563067447848075e-05,-2.000000000002e-05,1.3307707012988051e-05,0.126,rankraw,rankraw,True,-5.436932552171923e-06,1.391983234849465e-05,-0.3905889392956587
blend150sx_rankraw,blend158_rescale,-5.516154275575502e-06,-2.999999999997449e-05,2.809055008809941e-05,0.396,rankraw,rescale,False,-2.448384572439899e-05,2.8385659599852324e-05,-0.8625427793309537
blend150sx_rankraw,blend159,-2.152106743680271e-05,-4.000000000004e-05,2.189658104252072e-05,0.148,rankraw,ens4,False,-1.8478932563237287e-05,2.227390688717057e-05,-0.8296224212861764
blend150sx_rankraw,blend159_h3,-2.5079654355275597e-05,-2.999999999997449e-05,1.8963954795087843e-05,0.07,rankraw,h3,False,-4.920345644698895e-06,1.9398408391844982e-05,-0.25364687376967426
blend150sx_rankraw,blend159av,-2.301985809161078e-05,-4.000000000004e-05,2.233601159605657e-05,0.13,rankraw,ens4,False,-1.6980141908429218e-05,2.2706036216958705e-05,-0.7478250164926221
blend150sx_rankraw,blend159av_h3,-2.731526343158208e-05,-2.999999999997449e-05,1.951852682348136e-05,0.066,rankraw,h3,False,-2.684736568392413e-06,1.994090158507453e-05,-0.13463466317901587
blend150sx_rankraw,blend159av_w,-2.6321573696641565e-05,-2.999999999997449e-05,1.8747187559911397e-05,0.066,rankraw,w,False,-3.6784263033329268e-06,1.9186550186866927e-05,-0.19171900458951638
blend150sx_rankraw,blend159av_wh3,-2.740006684109897e-05,-2.999999999997449e-05,1.8450520159097213e-05,0.056,rankraw,wh3,False,-2.5999331588755226e-06,1.8896781757958664e-05,-0.13758602878400295
blend150sx_rankraw,blend160orig,-2.0450759303125565e-05,-4.000000000004e-05,2.2283779871151903e-05,0.172,rankraw,ens4,False,-1.954924069691443e-05,2.2654657622939736e-05,-0.8629236875828655
blend150sx_rankraw,blend160orig_h3,-2.4474268024876625e-05,-2.999999999997449e-05,1.94175798718199e-05,0.096,rankraw,h3,False,-5.525731975097866e-06,1.9842103586695944e-05,-0.27848518938298705
blend150sx_rankraw,blend160origm,-2.2387587578442947e-05,-4.000000000004e-05,2.1607961870346666e-05,0.124,rankraw,ens4,False,-1.761241242159705e-05,2.1990240627537984e-05,-0.800919495148286
blend150sx_rankraw,blend160origm_h3,-2.6798126029792257e-05,-2.999999999997449e-05,1.8569711998578e-05,0.072,rankraw,h3,False,-3.201873970182234e-06,1.9013176230624866e-05,-0.1684028976192267
blend150sx_rankraw,blendtop3,-2.760355036901529e-05,-2.999999999997449e-05,1.8830046577668705e-05,0.058,rankraw,h3,False,-2.3964496309592e-06,1.9267519839975242e-05,-0.12437769110205724
blend150sx_rankraw,stack_pub149_hybrid,3.546738189252885e-06,2.999999999997449e-05,2.426181774578322e-05,0.444,rankraw,hybrid,False,2.6453261810721607e-05,2.4602895500250948e-05,1.075209290323238
blend150sx_rankraw,stack_pub151_fixed_rankraw,-2.645067663786804e-06,-9.99999999995449e-06,1.219323262588707e-05,0.384,rankraw,rankraw,True,-7.3549323361676855e-06,1.2858522019877072e-05,-0.5719889365821531
blend150sx_rankraw,stack_pub151_hybrid,-2.4376971438089257e-06,2.999999999997449e-05,2.2829674799951663e-05,0.438,rankraw,hybrid,False,3.243769714378342e-05,2.319182438141111e-05,1.3986694884505564
blend150sx_rankraw,stack_pub151_rankraw,-1.2089813968829688e-06,0.0,9.230153368601102e-06,0.426,rankraw,rankraw,True,1.2089813968829688e-06,1.009269031896674e-05,0.11978782254033737
blend150sx_rankraw,stack_pub86_hybrid,0.0003440564797696,0.0002199999999999,6.243506980610815e-05,0.0,rankraw,hybrid,False,-0.0001240564797697,6.256839943901606e-05,-1.9827337902516577
blend150sx_rankraw,stack_pub88_mine_logit,0.0003619103376346,0.00021,6.544410201485202e-05,0.0,rankraw,logit,False,-0.00015191033763459997,6.557131350824859e-05,-2.316719454087042
blend150sx_rankraw,w16e_aonly,-3.257360762931594e-05,-6.0000000000060005e-05,2.18853180862683e-05,0.062,rankraw,h3+corr,False,-2.7426392370744068e-05,2.226283482406967e-05,-1.2319362106164382
blend150sx_rankraw,w16h_h3av6,-2.687215648333741e-05,-2.999999999997449e-05,1.8713965827038475e-05,0.066,rankraw,h3+corr,False,-3.127843516637082e-06,1.9154090519840155e-05,-0.16329898375478621
blend150sx_rankraw,w16i_schemeavg,-3.380940216735073e-05,-4.999999999999449e-05,2.1546174603136077e-05,0.052,rankraw,h3+corr,False,-1.619059783264376e-05,2.192953047138704e-05,-0.7383011621597982
blend150sx_rankraw,w16l_maskw_h3,-2.388335896386096e-05,-2.999999999997449e-05,1.896911591498542e-05,0.084,rankraw,h3+corr,False,-6.1166410361135314e-06,1.9403453951882375e-05,-0.315234651072014
blend150sx_rankraw,w16n_finegrid,-3.3839620232400947e-05,-4.999999999999449e-05,2.152606597536056e-05,0.052,rankraw,h3+corr,False,-1.6160379767593547e-05,2.1909773687608967e-05,-0.7375877084815814
blend150sx_rankraw,w16q_ens4avg,-2.966026647044373e-05,-6.0000000000060005e-05,2.410116859505437e-05,0.088,rankraw,ens4+corr,False,-3.0339733529616275e-05,2.4444488014967743e-05,-1.2411687048237123
blend150sx_rankraw,w16t_cellens4,-2.951580838883583e-05,-6.0000000000060005e-05,2.528503588935243e-05,0.104,rankraw,ens4+corr,False,-3.0484191611224176e-05,2.561249122191176e-05,-1.1902079866852087
blend153,blend156,-7.276104113551618e-06,-2.000000000002e-05,9.388476773699932e-06,0.214,ens4,ens4,True,-1.272389588646838e-05,1.0237683468293487e-05,-1.2428491197129499
blend153,blend156_h3,-1.1789871128708995e-05,-9.99999999995449e-06,1.1402825231579404e-05,0.154,ens4,h3,False,1.7898711287545055e-06,1.21116097166566e-05,0.14778144033926136
blend153,blend156_rankraw,-1.7498416288175278e-06,0.0,1.9669794389262908e-05,0.476,ens4,rankraw,False,1.7498416288175278e-06,2.0088988973627948e-05,0.08710451437425012
blend153,blend156_rescale,9.213759516457642e-06,-9.99999999995449e-06,1.6015509098808234e-05,0.284,ens4,rescale,False,-1.9213759516412132e-05,1.6527649511067085e-05,-1.1625222027818536
blend153,blend156w,-1.2328721897492125e-05,-9.99999999995449e-06,1.171660370082976e-05,0.166,ens4,w,False,2.328721897537635e-06,1.240747633279888e-05,0.1876869908977148
blend153,blend156w2,-1.2137335744455411e-05,-9.99999999995449e-06,1.1685953253462838e-05,0.166,ens4,w2,False,2.1373357445009216e-06,1.237853667073719e-05,0.17266465345242096
blend153,blend158,-8.898086030328933e-06,-2.000000000002e-05,9.88052428751684e-06,0.166,ens4,ens4,True,-1.1101913969691065e-05,1.0690716854490013e-05,-1.0384630068121534
blend153,blend158_h3,-1.3990360267501778e-05,-9.99999999995449e-06,1.1806686042695812e-05,0.116,ens4,h3,False,3.990360267547288e-06,1.2492577875580956e-05,0.3194184825012924
blend153,blend158_hybrid,5.9952488841164e-06,1.0000000000065512e-05,1.76052305335607e-05,0.37,ens4,hybrid,False,4.004751115949112e-06,1.8072376955079394e-05,0.22159515186648115
blend153,blend158_logit,7.293870103086686e-05,-2.000000000002e-05,2.49360240973726e-05,0.002,ens4,logit,False,-9.293870103088686e-05,2.526800277923472e-05,-3.678118205181773
blend153,blend158_rankraw,-2.091348896393619e-06,0.0,1.9796939244426255e-05,0.474,ens4,rankraw,False,2.091348896393619e-06,2.0213497226214247e-05,0.10346299173214887
blend153,blend158_rescale,6.955564275878956e-06,-9.99999999995449e-06,1.6162442001704455e-05,0.336,ens4,rescale,False,-1.6955564275833446e-05,1.6670068929825306e-05,-1.0171262246850907
blend153,blend159,-9.049348885348252e-06,-2.000000000002e-05,1.001630878308156e-05,0.174,ens4,ens4,True,-1.0950651114671747e-05,1.081633525297286e-05,-1.0124178715394356
blend153,blend159_h3,-1.2607935803821135e-05,-9.99999999995449e-06,1.2206481670924673e-05,0.162,ens4,h3,False,2.6079358038666456e-06,1.2871086257549774e-05,0.20261971302825452
blend153,blend159av,-1.054813954015632e-05,-2.000000000002e-05,1.0490537950011291e-05,0.152,ens4,ens4,True,-9.451860459863678e-06,1.1256911350245848e-05,-0.8396495420262194
blend153,blend159av_h3,-1.4843544880127624e-05,-9.99999999995449e-06,1.2589147240272022e-05,0.108,ens4,h3,False,4.843544880173134e-06,1.3234549289791297e-05,0.3659773199763809
blend153,blend159av_w,-1.3849855145187108e-05,-9.99999999995449e-06,1.2444445680429588e-05,0.134,ens4,w,False,3.8498551452326185e-06,1.3096980375637329e-05,0.2939498292594239
blend153,blend159av_wh3,-1.492834828964451e-05,-9.99999999995449e-06,1.3085503487481282e-05,0.12,ens4,wh3,False,4.928348289690021e-06,1.3707555149900052e-05,0.3595351786511657
blend153,blend160orig,-7.979040751671107e-06,-2.000000000002e-05,1.0538268143602032e-05,0.222,ens4,ens4,True,-1.2020959248348891e-05,1.130140531673491e-05,-1.063669420877108
blend153,blend160orig_h3,-1.2002549473422164e-05,-9.99999999995449e-06,1.2605183767868458e-05,0.158,ens4,h3,False,2.002549473467674e-06,1.3249804696236135e-05,0.1511380370788814
blend153,blend160origm,-9.915869026988489e-06,-2.000000000002e-05,1.0246281663256932e-05,0.15,ens4,ens4,True,-1.008413097303151e-05,1.10296398213841e-05,-0.9142756369505872
blend153,blend160origm_h3,-1.43264074783378e-05,-9.99999999995449e-06,1.2356944516928282e-05,0.114,ens4,h3,False,4.3264074783833095e-06,1.3013867390637982e-05,0.3324459477353884
blend153,blendtop3,-1.5131831817560837e-05,-9.99999999995449e-06,1.1944246496552846e-05,0.092,ens4,h3,False,5.131831817606347e-06,1.2622665765878522e-05,0.40655689636326026
blend153,stack_pub149_hybrid,1.6018456740707343e-05,4.999999999999449e-05,1.7944130171170056e-05,0.188,ens4,hybrid,False,3.398154325928715e-05,1.840267573660315e-05,1.8465544764067892
blend153,stack_pub151_fixed_rankraw,9.826650887667654e-06,1.0000000000065512e-05,2.0530231789944224e-05,0.306,ens4,rankraw,False,1.733491123978581e-07,2.0932202082330066e-05,0.008281456089332851
