rep,base,xgb5,cat5,lgb5,lgb7,gbdt17,nonGBDT5,cat4
0,0.970104429064863,0.9701272868596286,0.9701401625024704,0.970110839748516,0.9701292151228637,0.9701567648895173,0.9701082661869153,0.9701465805744164
1,0.9702911776650102,0.9703181838644068,0.9703303098390978,0.9703004222866931,0.9703032822055331,0.9703329035358264,0.97029817068416,0.9703329592727825
2,0.9704176244400222,0.9704488545913734,0.9704559613577567,0.970429574394726,0.9704432113970829,0.9704642410765172,0.9704230526837059,0.9704571060560031
3,0.9698056120788282,0.9698378700147812,0.9698581806347064,0.9698218679468231,0.9698399577758319,0.9698734033595575,0.9698151271445041,0.9698589320484428
4,0.9697524162081761,0.9697777090949447,0.9697894795384905,0.9697670649195085,0.9697840838926042,0.9698038064531351,0.9697577364691186,0.9697957847562931
